Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.3,294693915,11,26790355.9,26951795.0,26116187,27386746,450094.3,PushPop,:agentsys.mllm::moa-map0#r2::12::LinearOp
0.3,294553256,11,26777568.7,26867178.0,26097408,27372607,461867.2,PushPop,:agentsys.mllm::mcts-actor0#r0::12::LinearOp
0.3,294270075,11,26751825.0,26770081.0,25908763,27560085,567168.8,PushPop,:agentsys.mllm::mcts-critic#r1::12::LinearOp
0.3,293947149,11,26722468.1,26604806.0,26151354,27587499,481774.2,PushPop,:agentsys.mllm::moa-map2#r2::12::LinearOp
0.3,293928675,11,26720788.6,26743948.0,25858905,27382573,507608.6,PushPop,:agentsys.mllm::moa-map1#r0::12::LinearOp
0.3,293878079,11,26716189.0,26861472.0,26072215,27120311,348106.1,PushPop,:agentsys.mllm::moa-map1#r1::11::LinearOp
0.3,293683387,11,26698489.7,26728500.0,25846725,27839362,599873.8,PushPop,:agentsys.mllm::mcts-actor0#r1::12::LinearOp
0.3,293023080,11,26638461.8,26655633.0,25750107,27340238,543798.0,PushPop,:agentsys.mllm::mcts-actor0#r2::11::LinearOp
0.3,292706963,11,26609723.9,26766934.0,25745451,27397882,538668.8,PushPop,:agentsys.mllm::moa-map0#r1::11::LinearOp
0.3,292483533,11,26589412.1,26538878.0,26085224,27172442,389350.8,PushPop,:agentsys.mllm::mcts-actor0#r0::11::LinearOp
0.3,292145021,11,26558638.3,26750440.0,25768256,27033704,477140.0,PushPop,:agentsys.mllm::moa-reduce#r2::11::LinearOp
0.3,292119255,11,26556295.9,26547887.0,25758186,27157699,402405.8,PushPop,:agentsys.mllm::moa-map2#r0::11::LinearOp
0.3,291653188,11,26513926.2,26606622.0,25819174,27241949,413265.5,PushPop,:agentsys.mllm::mcts-root#r0::11::LinearOp
0.3,291510570,11,26500960.9,26569486.0,25770481,26997597,410550.3,PushPop,:agentsys.mllm::moa-reduce#r1::11::LinearOp
0.3,291464253,11,26496750.3,26554770.0,25934460,27405874,474425.6,PushPop,:agentsys.mllm::mcts-critic#r1::11::LinearOp
0.3,291213084,11,26473916.7,26574040.0,25668906,27174355,537242.1,PushPop,:agentsys.mllm::mcts-actor1#r0::11::LinearOp
0.3,291001555,11,26454686.8,26433993.0,26031100,27036756,398795.8,PushPop,:agentsys.mllm::mcts-actor0#r1::11::LinearOp
0.3,290819275,11,26438115.9,26515378.0,25723392,27366622,530762.8,PushPop,:agentsys.mllm::moa-map2#r1::11::LinearOp
0.3,290439858,11,26403623.5,26601941.0,25730361,26942468,426617.4,PushPop,:agentsys.mllm::moa-map2#r2::11::LinearOp
0.3,290384520,11,26398592.7,26411549.0,25773251,27128453,413378.6,PushPop,:agentsys.mllm::moa-map0#r2::11::LinearOp
0.3,290228570,11,26384415.5,26444888.0,25743436,26975692,389498.8,PushPop,:agentsys.mllm::mcts-root#r2::11::LinearOp
0.3,290137371,11,26376124.6,26422055.0,25798815,26859734,334069.1,PushPop,:agentsys.mllm::mcts-actor1#r2::11::LinearOp
0.3,290105147,11,26373195.2,26340457.0,25787010,27307308,466799.6,PushPop,:agentsys.mllm::moa-reduce#r0::11::LinearOp
0.3,290038156,11,26367105.1,26299772.0,25984611,27116021,390453.5,PushPop,:agentsys.mllm::mcts-critic#r0::11::LinearOp
0.3,289708693,11,26337153.9,26135559.0,25664948,27076661,527896.4,PushPop,:agentsys.mllm::mcts-root#r1::11::LinearOp
0.3,289298158,11,26299832.5,26086382.0,25718158,27033223,402759.5,PushPop,:agentsys.mllm::moa-map1#r0::11::LinearOp
0.3,289253013,11,26295728.5,26402219.0,25725930,27133569,416873.5,PushPop,:agentsys.mllm::mcts-actor1#r1::11::LinearOp
0.3,289148699,11,26286245.4,26182613.0,25842022,26844388,353092.0,PushPop,:agentsys.mllm::moa-map1#r2::11::LinearOp
0.3,289035284,11,26275934.9,26183168.0,25767803,26934329,357228.6,PushPop,:agentsys.mllm::mcts-critic#r2::11::LinearOp
0.3,288484886,11,26225898.7,26097007.0,25692404,27909710,595503.9,PushPop,:agentsys.mllm::moa-map0#r0::10::LinearOp
0.3,287246766,11,26113342.4,26055624.0,25773886,26455123,186161.2,PushPop,:agentsys.mllm::moa-reduce#r0::10::LinearOp
0.3,287154387,11,26104944.3,26081388.0,25736199,26425107,204822.4,PushPop,:agentsys.mllm::mcts-critic#r0::10::LinearOp
0.3,287038817,11,26094437.9,26079313.0,25707376,26463625,286072.1,PushPop,:agentsys.mllm::mcts-root#r1::10::LinearOp
0.3,287038647,11,26094422.5,26077058.0,25695229,26401822,182685.9,PushPop,:agentsys.mllm::mcts-critic#r2::10::LinearOp
0.3,286925562,11,26084142.0,26087076.0,25696424,26453269,243932.7,PushPop,:agentsys.mllm::moa-map0#r2::10::LinearOp
0.3,286862871,11,26078442.8,26038728.0,25589625,26483522,273513.7,PushPop,:agentsys.mllm::mcts-root#r0::10::LinearOp
0.3,286731260,11,26066478.2,26052855.0,25743114,26403589,239041.3,PushPop,:agentsys.mllm::moa-reduce#r2::10::LinearOp
0.3,286633399,11,26057581.7,26040835.0,25688070,26421712,305672.7,PushPop,:agentsys.mllm::mcts-actor1#r2::10::LinearOp
0.3,286493469,11,26044860.8,26036617.0,25692009,26519962,290834.3,PushPop,:agentsys.mllm::mcts-actor0#r2::10::LinearOp
0.3,286385838,11,26035076.2,26039786.0,25698888,26399371,187461.5,PushPop,:agentsys.mllm::moa-map2#r2::10::LinearOp
0.3,285981785,11,25998344.1,26034241.0,25644673,26373783,199943.5,PushPop,:agentsys.mllm::moa-map2#r1::10::LinearOp
0.3,285975270,11,25997751.8,26071182.0,25702949,26394065,244845.8,PushPop,:agentsys.mllm::mcts-actor0#r1::10::LinearOp
0.3,285872615,11,25988419.5,26000875.0,25767799,26217236,151288.6,PushPop,:agentsys.mllm::moa-map1#r1::10::LinearOp
0.3,285864305,11,25987664.1,26021332.0,25692017,26378173,233413.0,PushPop,:agentsys.mllm::moa-map2#r0::10::LinearOp
0.3,285857462,11,25987042.0,26015493.0,25699106,26401825,245983.0,PushPop,:agentsys.mllm::mcts-root#r2::10::LinearOp
0.3,285647977,11,25967997.9,26072950.0,25696666,26130172,175863.3,PushPop,:agentsys.mllm::moa-map1#r2::10::LinearOp
0.3,285641364,11,25967396.7,26017725.0,25713490,26086949,130252.0,PushPop,:agentsys.mllm::mcts-actor0#r0::10::LinearOp
0.3,285622673,11,25965697.5,26000267.0,25710909,26401389,200285.8,PushPop,:agentsys.mllm::mcts-actor1#r0::10::LinearOp
0.3,285533568,11,25957597.1,26035436.0,25695873,26384160,205699.3,PushPop,:agentsys.mllm::moa-map1#r0::10::LinearOp
0.3,285107952,11,25918904.7,26003397.0,25655597,26323235,204158.8,PushPop,:agentsys.mllm::moa-map0#r1::10::LinearOp
0.3,285084754,11,25916795.8,26004229.0,25685408,26109974,183040.9,PushPop,:agentsys.mllm::moa-reduce#r1::10::LinearOp
0.3,284934749,11,25903159.0,25820425.0,25712503,26155188,169845.0,PushPop,:agentsys.mllm::mcts-actor1#r1::10::LinearOp
0.3,284930116,11,25902737.8,25986538.0,25672722,26102850,171755.1,PushPop,:agentsys.mllm::mcts-critic#r1::10::LinearOp
0.2,224261137,11,20387376.1,20664035.0,19747700,21008681,453827.9,PushPop,:agentsys.mllm::react-answer#r2::12::LinearOp
0.2,223802631,11,20345693.7,19725594.0,19626290,25782669,1810657.7,PushPop,:agentsys.mllm::react-answer#r0::10::LinearOp
0.2,223347609,11,20304328.1,20359695.0,19604792,20809778,422340.6,PushPop,:agentsys.mllm::react-answer#r1::12::LinearOp
0.2,221084271,11,20098570.1,20017154.0,19591570,20668130,424262.1,PushPop,:agentsys.mllm::react-answer#r0::12::LinearOp
0.2,219806231,11,19982384.6,19950245.0,19664455,20400348,249515.9,PushPop,:agentsys.mllm::react-answer#r2::11::LinearOp
0.2,219744738,11,19976794.4,19927256.0,19674433,20445690,240006.1,PushPop,:agentsys.mllm::react-answer#r1::11::LinearOp
0.2,219671069,11,19970097.2,19953221.0,19760371,20320240,135444.2,PushPop,:agentsys.mllm::react-answer#r0::11::LinearOp
0.2,218818869,11,19892624.5,19965665.0,19663452,20109375,169154.1,PushPop,:agentsys.mllm::react-answer#r2::10::LinearOp
0.2,217074229,11,19734020.8,19669658.0,19649767,19983048,120344.4,PushPop,:agentsys.mllm::react-answer#r1::10::LinearOp
0.2,192219200,11,17474472.7,4327050.0,4275360,148571105,43480043.2,PushPop,:agentsys.mllm::react-plan#r0::6::RMSNormOp
0.2,180607817,11,16418892.5,16477595.0,16058500,16527917,134074.1,PushPop,:agentsys.mllm::mcts-critic#r2::6::RMSNormOp
0.2,180295354,11,16390486.7,16478352.0,16082124,16788547,249308.8,PushPop,:agentsys.mllm::mcts-actor1#r0::6::RMSNormOp
0.2,180149892,11,16377262.9,16419954.0,16038888,16583948,212324.6,PushPop,:agentsys.mllm::mcts-actor0#r1::6::RMSNormOp
0.2,179922892,11,16356626.5,16457436.0,16073771,16548096,199136.6,PushPop,:agentsys.mllm::moa-reduce#r1::6::RMSNormOp
0.2,179688930,11,16335357.3,16447169.0,16063863,16564888,197949.3,PushPop,:agentsys.mllm::mcts-critic#r1::6::RMSNormOp
0.2,179636639,11,16330603.5,16402800.0,16071039,16832038,257793.7,PushPop,:agentsys.mllm::moa-map0#r0::6::RMSNormOp
0.2,179485419,11,16316856.3,16082233.0,16051784,17098108,333153.8,PushPop,:agentsys.mllm::mcts-actor0#r2::6::RMSNormOp
0.2,179415986,11,16310544.2,16326405.0,15995912,16533388,209338.8,PushPop,:agentsys.mllm::moa-map1#r1::8::RMSNormOp
0.2,179365588,11,16305962.5,16282220.0,16070922,16547683,216757.4,PushPop,:agentsys.mllm::moa-map1#r2::6::RMSNormOp
0.2,179362488,11,16305680.7,16366317.0,16064204,16576383,219862.3,PushPop,:agentsys.mllm::moa-map2#r1::6::RMSNormOp
0.2,179263389,11,16296671.7,16368663.0,16034890,16552386,217971.9,PushPop,:agentsys.mllm::moa-map1#r1::6::RMSNormOp
0.2,179243173,11,16294833.9,16426569.0,16085307,16498500,184465.0,PushPop,:agentsys.mllm::mcts-root#r2::6::RMSNormOp
0.2,179200825,11,16290984.1,16376225.0,16050328,16571299,204153.3,PushPop,:agentsys.mllm::mcts-critic#r0::6::RMSNormOp
0.2,179195003,11,16290454.8,16393736.0,15984918,16565065,224778.4,PushPop,:agentsys.mllm::mcts-actor0#r1::8::RMSNormOp
0.2,179192034,11,16290184.9,16388324.0,16002626,16516078,217236.2,PushPop,:agentsys.mllm::mcts-root#r2::8::RMSNormOp
0.2,179154486,11,16286771.5,16134387.0,16070002,16579731,225742.4,PushPop,:agentsys.mllm::moa-map1#r0::6::RMSNormOp
0.2,179137931,11,16285266.5,16375637.0,16004688,16516773,207995.5,PushPop,:agentsys.mllm::mcts-actor0#r2::8::RMSNormOp
0.2,179127312,11,16284301.1,16389917.0,16064847,16539633,197686.4,PushPop,:agentsys.mllm::mcts-root#r1::6::RMSNormOp
0.2,179081798,11,16280163.5,16096700.0,16046373,16609035,241373.8,PushPop,:agentsys.mllm::moa-reduce#r2::6::RMSNormOp
0.2,179059310,11,16278119.1,16377844.0,15998225,16442592,180637.7,PushPop,:agentsys.mllm::moa-map1#r2::8::RMSNormOp
0.2,179050789,11,16277344.5,16139069.0,16057565,16562810,215211.2,PushPop,:agentsys.mllm::moa-map2#r2::6::RMSNormOp
0.2,178876037,11,16261457.9,16385016.0,15989024,16533572,214135.6,PushPop,:agentsys.mllm::mcts-actor1#r1::8::RMSNormOp
0.2,178874084,11,16261280.4,16158612.0,16057554,16575770,206775.5,PushPop,:agentsys.mllm::moa-map0#r1::6::RMSNormOp
0.2,178852920,11,16259356.4,16348115.0,15993614,16450542,181090.4,PushPop,:agentsys.mllm::mcts-root#r1::8::RMSNormOp
0.2,178765352,11,16251395.6,16141024.0,16044762,16518471,202967.2,PushPop,:agentsys.mllm::mcts-root#r0::6::RMSNormOp
0.2,178763674,11,16251243.1,16361937.0,16004688,16517529,223642.2,PushPop,:agentsys.mllm::mcts-critic#r0::8::RMSNormOp
0.2,178739426,11,16249038.7,16094612.0,15999948,16784231,281100.1,PushPop,:agentsys.mllm::moa-map2#r2::8::RMSNormOp
0.2,178712728,11,16246611.6,16157604.0,16067474,16539139,189486.1,PushPop,:agentsys.mllm::mcts-actor0#r0::6::RMSNormOp
0.2,178694509,11,16244955.4,16111210.0,16053670,16484465,183856.0,PushPop,:agentsys.mllm::mcts-actor1#r1::6::RMSNormOp
0.2,178663621,11,16242147.4,16145163.0,16048931,16548012,208665.1,PushPop,:agentsys.mllm::mcts-actor1#r2::6::RMSNormOp
0.2,178657234,11,16241566.7,16274651.0,15999710,16497230,208613.0,PushPop,:agentsys.mllm::moa-reduce#r2::8::RMSNormOp
0.2,178628729,11,16238975.4,16266407.0,16001598,16521462,199489.4,PushPop,:agentsys.mllm::moa-reduce#r1::8::RMSNormOp
0.2,178520116,11,16229101.5,16111933.0,16057491,16530750,201274.0,PushPop,:agentsys.mllm::moa-map2#r0::6::RMSNormOp
0.2,178482992,11,16225726.5,16118534.0,15994543,16540486,224023.7,PushPop,:agentsys.mllm::moa-map1#r0::8::RMSNormOp
0.2,178479921,11,16225447.4,16101510.0,16073953,16467436,182904.9,PushPop,:agentsys.mllm::moa-reduce#r0::6::RMSNormOp
0.2,178465178,11,16224107.1,16250727.0,16011271,16434027,195300.5,PushPop,:agentsys.mllm::moa-map2#r0::8::RMSNormOp
0.2,178355136,11,16214103.3,16065182.0,15980758,16464469,217691.9,PushPop,:agentsys.mllm::moa-reduce#r0::8::RMSNormOp
0.2,178323887,11,16211262.5,16081790.0,16013767,16565095,206764.0,PushPop,:agentsys.mllm::moa-map2#r1::8::RMSNormOp
0.2,178169003,11,16197182.1,16101382.0,16006095,16536722,206712.0,PushPop,:agentsys.mllm::mcts-root#r0::8::RMSNormOp
0.2,178159637,11,16196330.6,16105181.0,15997898,16511001,217245.4,PushPop,:agentsys.mllm::mcts-actor1#r2::8::RMSNormOp
0.2,178047423,11,16186129.4,16067256.0,15975077,16528189,220490.3,PushPop,:agentsys.mllm::moa-map0#r2::8::RMSNormOp
0.2,178018489,11,16183499.0,16045873.0,15997884,16413805,187834.9,PushPop,:agentsys.mllm::mcts-actor1#r0::8::RMSNormOp
0.2,177984224,11,16180384.0,16077014.0,15998175,16519114,207390.8,PushPop,:agentsys.mllm::mcts-actor0#r0::8::RMSNormOp
0.2,177900490,11,16172771.8,16025380.0,15996431,16518445,220989.4,PushPop,:agentsys.mllm::moa-map0#r0::8::RMSNormOp
0.2,177857425,11,16168856.8,16083773.0,16007430,16518199,205301.5,PushPop,:agentsys.mllm::moa-map0#r1::8::RMSNormOp
0.2,177674211,11,16152201.0,16075414.0,16053163,16562802,173584.6,PushPop,:agentsys.mllm::moa-map0#r2::6::RMSNormOp
0.2,177518048,11,16138004.4,16035899.0,16004652,16409391,161583.4,PushPop,:agentsys.mllm::mcts-critic#r1::8::RMSNormOp
0.2,176915182,11,16083198.4,16032793.0,16000938,16452417,132581.5,PushPop,:agentsys.mllm::mcts-critic#r2::8::RMSNormOp
0.1,126531168,11,11502833.5,11599239.0,11248655,11657951,162838.5,PushPop,:agentsys.mllm::react-plan#r1::10::LinearOp
0.1,126389512,11,11489955.6,11403023.0,11247958,12004449,237588.4,PushPop,:agentsys.mllm::react-plan#r0::12::LinearOp
0.1,126158660,11,11468969.1,11287953.0,11198231,12292041,325084.2,PushPop,:agentsys.mllm::react-plan#r0::11::LinearOp
0.1,125691674,11,11426515.8,11317479.0,11239250,11740568,174441.7,PushPop,:agentsys.mllm::react-plan#r2::12::LinearOp
0.1,125391910,11,11399264.5,11297206.0,11210717,11647941,168101.0,PushPop,:agentsys.mllm::react-plan#r1::12::LinearOp
0.1,125323895,11,11393081.4,11321068.0,11175491,11612218,164749.6,PushPop,:agentsys.mllm::react-plan#r1::11::LinearOp
0.1,125147721,11,11377065.5,11335111.0,11292088,11630650,122956.8,PushPop,:agentsys.mllm::react-plan#r2::10::LinearOp
0.1,125020296,11,11365481.5,11261338.0,11204382,11620508,191253.8,PushPop,:agentsys.mllm::react-plan#r2::11::LinearOp
0.1,105477445,11,9588858.6,9713589.0,9342541,9849026,221542.6,PushPop,:agentsys.mllm::react-answer#r1::8::RMSNormOp
0.1,105326091,11,9575099.2,9468171.0,9390762,9885084,194748.7,PushPop,:agentsys.mllm::react-answer#r1::6::RMSNormOp
0.1,105209262,11,9564478.4,9467011.0,9428232,9903625,178382.6,PushPop,:agentsys.mllm::react-answer#r2::6::RMSNormOp
0.1,104768962,11,9524451.1,9470572.0,9435973,9866005,135890.7,PushPop,:agentsys.mllm::react-answer#r0::6::RMSNormOp
0.1,104588688,11,9508062.5,9392961.0,9316999,9816400,196885.4,PushPop,:agentsys.mllm::react-answer#r2::8::RMSNormOp
0.1,104287913,11,9480719.4,9369049.0,9319377,9834011,206582.4,PushPop,:agentsys.mllm::react-answer#r0::8::RMSNormOp
0.1,82717979,11,7519816.3,7400073.0,7299957,7867477,225716.1,PushPop,:agentsys.mllm::mcts-actor0#r2::14::TransposeOp
0.1,82650198,11,7513654.4,7416527.0,7171295,7921913,269847.1,PushPop,:agentsys.mllm::mcts-root#r2::14::TransposeOp
0.1,82516693,11,7501517.5,7357634.0,7095767,7896413,285190.1,PushPop,:agentsys.mllm::mcts-critic#r1::14::TransposeOp
0.1,82410001,11,7491818.3,7404465.0,7012546,7819699,268409.1,PushPop,:agentsys.mllm::moa-map0#r1::14::TransposeOp
0.1,82079008,11,7461728.0,7360873.0,7003092,7831522,257467.5,PushPop,:agentsys.mllm::mcts-actor1#r2::14::TransposeOp
0.1,82078242,11,7461658.4,7402346.0,7241066,7893055,211379.0,PushPop,:agentsys.mllm::mcts-critic#r0::14::TransposeOp
0.1,81944003,11,7449454.8,7406151.0,7304250,7799412,169513.6,PushPop,:agentsys.mllm::mcts-actor1#r1::14::TransposeOp
0.1,81877504,11,7443409.5,7360141.0,7296474,7793525,180089.6,PushPop,:agentsys.mllm::moa-map2#r0::14::TransposeOp
0.1,81777636,11,7434330.5,7347886.0,6991054,7786571,233647.8,PushPop,:agentsys.mllm::mcts-actor1#r0::14::TransposeOp
0.1,81631699,11,7421063.5,7353082.0,7071815,7800053,254838.5,PushPop,:agentsys.mllm::moa-map2#r2::14::TransposeOp
0.1,81627607,11,7420691.5,7357507.0,6968712,7859654,234937.3,PushPop,:agentsys.mllm::mcts-actor0#r0::14::TransposeOp
0.1,81569266,11,7415387.8,7394580.0,7205722,7778990,137974.6,PushPop,:agentsys.mllm::moa-reduce#r0::14::TransposeOp
0.1,81541659,11,7412878.1,7356390.0,7296169,7816782,142082.6,PushPop,:agentsys.mllm::moa-map2#r1::14::TransposeOp
0.1,81462905,11,7405718.6,7356962.0,7075381,7889337,237323.3,PushPop,:agentsys.mllm::mcts-root#r0::14::TransposeOp
0.1,81428797,11,7402617.9,7338939.0,6973053,7813203,289891.6,PushPop,:agentsys.mllm::moa-map0#r2::14::TransposeOp
0.1,81371805,11,7397436.8,7345869.0,7266734,7824100,162300.0,PushPop,:agentsys.mllm::moa-reduce#r2::14::TransposeOp
0.1,81229416,11,7384492.4,7349142.0,7294026,7806629,144494.7,PushPop,:agentsys.mllm::moa-map0#r0::14::TransposeOp
0.1,81167457,11,7378859.7,7352465.0,7261709,7753174,130469.8,PushPop,:agentsys.mllm::moa-map1#r1::14::TransposeOp
0.1,81165820,11,7378710.9,7356207.0,7283008,7647119,102296.8,PushPop,:agentsys.mllm::moa-reduce#r1::14::TransposeOp
0.1,81070683,11,7370062.1,7363092.0,6919240,7812862,208465.8,PushPop,:agentsys.mllm::mcts-critic#r2::14::TransposeOp
0.1,81005790,11,7364162.7,7347320.0,6863135,7833019,223116.9,PushPop,:agentsys.mllm::mcts-root#r1::14::TransposeOp
0.1,80928848,11,7357168.0,7297496.0,6862025,7812300,338849.2,PushPop,:agentsys.mllm::moa-map1#r0::14::TransposeOp
0.1,80866556,11,7351505.1,7354753.0,7045674,7800379,185439.5,PushPop,:agentsys.mllm::mcts-actor0#r1::14::TransposeOp
0.1,80629404,11,7329945.8,7348864.0,7005631,7735716,186842.3,PushPop,:agentsys.mllm::moa-map1#r2::14::TransposeOp
0.1,64457794,11,5859799.5,5896836.0,5466337,6333655,217874.5,PushPop,:agentsys.mllm::react-answer#r2::14::TransposeOp
0.1,64314693,11,5846790.3,5884891.0,5433207,5958979,154380.0,PushPop,:agentsys.mllm::react-answer#r1::14::TransposeOp
0.1,63872376,11,5806579.6,5847009.0,5422622,6378325,357328.5,PushPop,:agentsys.mllm::react-answer#r0::14::TransposeOp
0.0,48404684,11,4400425.8,4309640.0,4300046,5139167,248156.2,PushPop,:agentsys.mllm::react-plan#r1::6::RMSNormOp
0.0,47890107,11,4353646.1,4345519.0,4281831,4420033,41339.4,PushPop,:agentsys.mllm::react-plan#r2::6::RMSNormOp
0.0,47851584,11,4350144.0,4283926.0,4217238,5008401,229503.4,PushPop,:agentsys.mllm::react-plan#r1::8::RMSNormOp
0.0,47500578,11,4318234.4,4318756.0,4112936,4620241,189832.3,PushPop,:agentsys.mllm::react-plan#r0::14::TransposeOp
0.0,47022482,11,4274771.1,4209044.0,4113371,4649455,178339.4,PushPop,:agentsys.mllm::react-plan#r1::14::TransposeOp
0.0,46929572,11,4266324.7,4264148.0,4219197,4356245,45013.8,PushPop,:agentsys.mllm::react-plan#r0::8::RMSNormOp
0.0,46688642,11,4244422.0,4129636.0,4106811,4614584,170565.7,PushPop,:agentsys.mllm::react-plan#r2::14::TransposeOp
0.0,46680655,11,4243695.9,4235272.0,4221107,4278297,21437.8,PushPop,:agentsys.mllm::react-plan#r2::8::RMSNormOp
0.0,8260669,11,750969.9,705350.0,692237,1021174,97839.9,PushPop,:agentsys.mllm::mcts-critic#r2::7::AddOp
0.0,8126741,11,738794.6,699667.0,686550,1121713,127320.0,PushPop,:agentsys.mllm::mcts-root#r1::7::AddOp
0.0,8078940,11,734449.1,699387.0,690379,1072696,112585.3,PushPop,:agentsys.mllm::mcts-root#r0::7::AddOp
0.0,7997155,11,727014.1,704215.0,682812,831333,47447.4,PushPop,:agentsys.mllm::mcts-actor1#r2::7::AddOp
0.0,7985797,11,725981.5,711298.0,686501,813240,39591.9,PushPop,:agentsys.mllm::moa-map1#r0::7::AddOp
0.0,7954608,11,723146.2,704019.0,687803,850761,48575.9,PushPop,:agentsys.mllm::moa-map0#r2::7::AddOp
0.0,7941618,11,721965.3,711830.0,688764,773945,30816.4,PushPop,:agentsys.mllm::moa-map2#r2::7::AddOp
0.0,7938423,11,721674.8,713262.0,688915,801089,35316.9,PushPop,:agentsys.mllm::mcts-critic#r1::7::AddOp
0.0,7904690,11,718608.2,712474.0,691927,766022,26097.9,PushPop,:agentsys.mllm::moa-map2#r0::7::AddOp
0.0,7884400,11,716763.6,705058.0,689072,765490,29561.6,PushPop,:agentsys.mllm::moa-map0#r1::7::AddOp
0.0,7873900,11,715809.1,701712.0,694583,757490,26993.2,PushPop,:agentsys.mllm::mcts-actor0#r0::7::AddOp
0.0,7867942,11,715267.5,707840.0,692185,772416,23770.4,PushPop,:agentsys.mllm::mcts-root#r2::7::AddOp
0.0,7856357,11,714214.3,716028.0,688898,759216,20721.9,PushPop,:agentsys.mllm::mcts-actor0#r2::7::AddOp
