policy,class,calls,queue_wait_mean_ms,queue_wait_p90_ms,decode_mean_ms,decode_p90_ms
agentix_core,bfcl,69,36.19,51.24,272.1,457.41
agentix_core,lats,1330,37.29,51.64,642.85,1079.51
agentix_core,sharegpt,8,31.77,34.45,2954.38,3607.37
