workload,phase,iteration,call_id,call_kind,process,op_index,op_type,engine,basis,start,end,host_ns,gpu_work_ns,gpu_busy_union_ns,kernel_launches,memcpy_memset,cuda_api_ns,cuda_api_calls,cuda_api_top,host_minus_api_ns,kernel_families
react_tool_L,measured,0,,dag,dag_schedule_gap,,,,gap_between_markers,3759568729,3759582714,13985,0,0,0,0,0,0,,13985,
react_tool_L,measured,0,plan,llm,adapter_dispatch,,,,gap_between_markers,3759582714,3760523830,941116,0,0,0,0,0,0,,941116,
react_tool_L,measured,0,plan,llm,token_preprocess_cpu,,,,host_event,3760523830,3760890109,366279,0,0,0,0,0,0,,366279,
react_tool_L,measured,0,plan,llm,host_input_generate,,,,gap_between_markers,3760890109,3827614025,66723916,0,0,0,0,9328,2,cudaEventQuery,66714588,
react_tool_L,measured,0,plan,llm,h2d_stage,,,,host_event,3827614025,3828557233,943208,777444,777444,0,1,833146,6,cudaEventSynchronize,110062,memcpy
react_tool_L,measured,0,plan,llm,weight_init,,,,gap_between_markers,3828557233,3828754460,197227,28895,28895,2,0,46970,7,cudaLaunchKernel,150257,elementwise_binary|rng_init
react_tool_L,measured,0,plan,llm,mir_operator:RMSNormOp,6,RMSNormOp,ve,nvtx_range,3828754460,3833051849,4297389,4041075,4041075,224,0,2314165,231,cudaEventSynchronize,1983224,copy|elementwise_binary|elementwise_unary|reduce
react_tool_L,measured,0,plan,llm,inter_operator_dispatch,,,,gap_between_markers,3833051849,3833064014,12165,0,0,0,0,0,0,,12165,
react_tool_L,measured,0,plan,llm,mir_operator:AddOp,7,AddOp,ve,nvtx_range,3833064014,3833591252,527238,331701,331701,32,0,171385,39,cudaLaunchKernel,355853,elementwise_binary
react_tool_L,measured,0,plan,llm,inter_operator_dispatch,,,,gap_between_markers,3833591252,3833598050,6798,0,0,0,0,0,0,,6798,
react_tool_L,measured,0,plan,llm,mir_operator:RMSNormOp,8,RMSNormOp,ve,nvtx_range,3833598050,3837935838,4337788,4128499,4128499,224,0,2472828,231,cudaEventSynchronize,1864960,copy|elementwise_binary|elementwise_unary|reduce
react_tool_L,measured,0,plan,llm,inter_operator_dispatch,,,,gap_between_markers,3837935838,3837944639,8801,0,0,0,0,0,0,,8801,
react_tool_L,measured,0,plan,llm,mir_operator:LinearOp,10,LinearOp,me,nvtx_range,3837944639,3849177109,11232470,11076638,11076638,32,0,10694742,39,cudaEventSynchronize,537728,gemm
react_tool_L,measured,0,plan,llm,inter_operator_dispatch,,,,gap_between_markers,3849177109,3849184690,7581,0,0,0,0,0,0,,7581,
react_tool_L,measured,0,plan,llm,mir_operator:LinearOp,11,LinearOp,me,nvtx_range,3849184690,3860717554,11532864,11445169,11445169,32,0,10987344,39,cudaEventSynchronize,545520,gemm
react_tool_L,measured,0,plan,llm,inter_operator_dispatch,,,,gap_between_markers,3860717554,3860724906,7352,0,0,0,0,0,0,,7352,
react_tool_L,measured,0,plan,llm,mir_operator:LinearOp,12,LinearOp,me,nvtx_range,3860724906,3872426342,11701436,11612715,11612715,32,0,11160688,39,cudaEventSynchronize,540748,gemm
react_tool_L,measured,0,plan,llm,inter_operator_dispatch,,,,gap_between_markers,3872426342,3872443166,16824,0,0,0,0,0,0,,16824,
react_tool_L,measured,0,plan,llm,mir_operator:ViewOp,13,ViewOp,de,nvtx_range,3872443166,3872598181,155015,0,0,0,0,12680,7,cudaEventRecord,142335,
react_tool_L,measured,0,plan,llm,inter_operator_dispatch,,,,gap_between_markers,3872598181,3872603766,5585,0,0,0,0,0,0,,5585,
react_tool_L,measured,0,plan,llm,mir_operator:TransposeOp,14,TransposeOp,de,nvtx_range,3872603766,3877034365,4430599,4303594,4303594,32,0,3821333,39,cudaEventSynchronize,609266,copy
react_tool_L,measured,0,plan,llm,pre_d2h_alloc,,,,gap_between_markers,3877034365,3877054325,19960,0,0,0,0,0,0,,19960,
react_tool_L,measured,0,plan,llm,d2h_stage,,,,host_event,3877054325,3877960902,906577,846690,846690,0,1,860640,6,cudaEventSynchronize,45937,memcpy
react_tool_L,measured,0,plan,llm,checksum_complete,,,,gap_between_markers,3877960902,3878053619,92717,0,0,0,0,2046,2,cudaEventDestroy,90671,
react_tool_L,measured,0,,dag,dag_schedule_gap,,,,gap_between_markers,3878053619,3879035447,981828,0,0,0,0,5089,2,cudaEventRecord,976739,
react_tool_L,measured,0,lookup,tool,agent_tool_execute_cpu,,,,host_event,3879035447,3879350526,315079,0,0,0,0,0,0,,315079,
react_tool_L,measured,0,,dag,dag_schedule_gap,,,,gap_between_markers,3879350526,3879421974,71448,0,0,0,0,0,0,,71448,
react_tool_L,measured,0,answer,llm,adapter_dispatch,,,,gap_between_markers,3879421974,3880812793,1390819,0,0,0,0,0,0,,1390819,
react_tool_L,measured,0,answer,llm,token_preprocess_cpu,,,,host_event,3880812793,3881049144,236351,0,0,0,0,0,0,,236351,
react_tool_L,measured,0,answer,llm,host_input_generate,,,,gap_between_markers,3881049144,3949076670,68027526,0,0,0,0,11460,2,cudaEventQuery,68016066,
react_tool_L,measured,0,answer,llm,h2d_stage,,,,host_event,3949076670,3950027793,951123,796036,796036,0,1,835594,6,cudaEventSynchronize,115529,memcpy
react_tool_L,measured,0,answer,llm,weight_init,,,,gap_between_markers,3950027793,3950221089,193296,28863,28863,2,0,46073,7,cudaLaunchKernel,147223,elementwise_binary|rng_init
react_tool_L,measured,0,answer,llm,mir_operator:RMSNormOp,6,RMSNormOp,ve,nvtx_range,3950221089,3954637099,4416010,4155117,4155117,224,0,2278497,231,cudaEventSynchronize,2137513,copy|elementwise_binary|elementwise_unary|reduce
react_tool_L,measured,0,answer,llm,inter_operator_dispatch,,,,gap_between_markers,3954637099,3954649877,12778,0,0,0,0,0,0,,12778,
react_tool_L,measured,0,answer,llm,mir_operator:AddOp,7,AddOp,ve,nvtx_range,3954649877,3955217587,567710,321461,321461,32,0,165147,39,cudaLaunchKernel,402563,elementwise_binary
react_tool_L,measured,0,answer,llm,inter_operator_dispatch,,,,gap_between_markers,3955217587,3955224798,7211,0,0,0,0,0,0,,7211,
react_tool_L,measured,0,answer,llm,mir_operator:RMSNormOp,8,RMSNormOp,ve,nvtx_range,3955224798,3959451507,4226709,4017233,4017233,224,0,2140743,231,cudaEventSynchronize,2085966,copy|elementwise_binary|elementwise_unary|reduce
react_tool_L,measured,0,answer,llm,inter_operator_dispatch,,,,gap_between_markers,3959451507,3959460344,8837,0,0,0,0,0,0,,8837,
react_tool_L,measured,0,answer,llm,mir_operator:LinearOp,10,LinearOp,me,nvtx_range,3959460344,3970817302,11356958,11210904,11210904,32,0,10750293,39,cudaEventSynchronize,606665,gemm
react_tool_L,measured,0,answer,llm,inter_operator_dispatch,,,,gap_between_markers,3970817302,3970825574,8272,0,0,0,0,0,0,,8272,
