workload,iteration,wall_ns,segment_sum_ns,segments,gpu_work_ns,cuda_api_ns,conservation_err_ns
react_tool_L_it1,0,181479628,181479628,51,6463207,6407471,0
react_tool_L_it1,1,181141327,181141327,51,6403178,6409876,0
react_tool_L_it1,2,180531213,180531213,51,6448550,6328905,0
react_tool_L_it1,3,180242811,180242811,51,6358222,6274428,0
react_tool_L_it1,4,181102257,181102257,51,6374732,6199662,0
react_tool_L_it1,5,180968530,180968530,51,6546945,6499337,0
react_tool_L_it1,6,182983301,182983301,51,6844991,6795611,0
react_tool_L_it1,7,181581629,181581629,51,6438437,6382424,0
