workload,iteration,wall_ns,segment_sum_ns,segments,gpu_work_ns,cuda_api_ns,conservation_err_ns
react_tool,0,3850846451,3850846451,6963,734654123,942095351,0
react_tool,1,3934073637,3934073637,6963,732830096,955150088,0
react_tool,2,3917912999,3917912999,6963,735450553,953387762,0
