workload,process,instances,host_ns_total,host_share_pct,host_ns_per_instance,gpu_ns_total,gpu_share_pct,cuda_api_ns_total,cuda_api_share_of_host_pct,kernel_launches,gpu_over_host_pct
react_tool,inter_operator_dispatch,10410,442627732,3.78,42519.5,4322202,0.2,26999870,6.1,3360,1.0
react_tool,mir_operator:decode_layer00,330,406155598,3.47,1230774.5,68084392,3.09,94317206,23.2,18810,16.8
react_tool,mir_operator:decode_layer01,330,388129200,3.32,1176149.1,67915404,3.08,91886068,23.7,18810,17.5
react_tool,mir_operator:decode_layer25,330,386603639,3.3,1171526.2,68114443,3.09,91039710,23.5,18810,17.6
react_tool,mir_operator:decode_layer02,330,385461962,3.29,1168066.6,68837159,3.12,92253661,23.9,18810,17.9
react_tool,mir_operator:decode_layer27,330,384573824,3.29,1165375.2,67900118,3.08,90878427,23.6,18810,17.7
react_tool,mir_operator:decode_layer03,330,383487695,3.28,1162083.9,68522590,3.11,91766452,23.9,18810,17.9
react_tool,mir_operator:decode_layer04,330,383014002,3.27,1160648.5,68309139,3.1,91270089,23.8,18810,17.8
react_tool,mir_operator:decode_layer05,330,382669201,3.27,1159603.6,68462361,3.11,91327705,23.9,18810,17.9
react_tool,mir_operator:decode_layer06,330,382474404,3.27,1159013.3,68599135,3.11,91187638,23.8,18810,17.9
react_tool,mir_operator:decode_layer12,330,382414841,3.27,1158832.9,68661357,3.12,91384964,23.9,18810,18.0
react_tool,mir_operator:decode_layer08,330,382355034,3.27,1158651.6,68263223,3.1,90949074,23.8,18810,17.9
react_tool,mir_operator:decode_layer26,330,382071901,3.26,1157793.6,68511168,3.11,91313711,23.9,18810,17.9
react_tool,mir_operator:decode_layer09,330,381855576,3.26,1157138.1,68072944,3.09,91603948,24.0,18810,17.8
react_tool,mir_operator:decode_layer11,330,381850636,3.26,1157123.1,68476436,3.11,91434336,23.9,18810,17.9
react_tool,mir_operator:decode_layer07,330,381796539,3.26,1156959.2,68879739,3.13,91189618,23.9,18810,18.0
react_tool,mir_operator:decode_layer17,330,381795943,3.26,1156957.4,69077808,3.14,91653493,24.0,18810,18.1
react_tool,mir_operator:decode_layer15,330,381524061,3.26,1156133.5,68212305,3.1,91477483,24.0,18810,17.9
react_tool,mir_operator:decode_layer18,330,381336533,3.26,1155565.3,68142060,3.09,90817476,23.8,18810,17.9
react_tool,mir_operator:decode_layer10,330,381092166,3.26,1154824.7,67561960,3.07,90755441,23.8,18810,17.7
react_tool,mir_operator:decode_layer19,330,381064688,3.26,1154741.5,68317136,3.1,91258403,23.9,18810,17.9
react_tool,mir_operator:decode_layer16,330,380807812,3.25,1153963.1,67869937,3.08,90648031,23.8,18810,17.8
react_tool,mir_operator:decode_layer14,330,380740925,3.25,1153760.4,67707625,3.07,91436244,24.0,18810,17.8
react_tool,mir_operator:decode_layer13,330,380591191,3.25,1153306.6,68007335,3.09,91019795,23.9,18810,17.9
react_tool,mir_operator:decode_layer24,330,380524633,3.25,1153104.9,68162641,3.09,90895426,23.9,18810,17.9
react_tool,mir_operator:decode_layer21,330,380474237,3.25,1152952.2,68437157,3.11,91553671,24.1,18810,18.0
