workload,process,instances,host_ns_total,host_share_pct,host_ns_per_instance,gpu_ns_total,gpu_share_pct,cuda_api_ns_total,cuda_api_share_of_host_pct,kernel_launches,gpu_over_host_pct
react_tool,mir_operator:decode_layer23,330,379759921,3.25,1150787.6,68309280,3.1,90730133,23.9,18810,18.0
react_tool,mir_operator:decode_layer20,330,379643628,3.24,1150435.2,68589212,3.11,90612007,23.9,18810,18.1
react_tool,mir_operator:decode_layer22,330,379514554,3.24,1150044.1,68763974,3.12,91178056,24.0,18810,18.1
react_tool,mir_operator:decode_sample,330,205979953,1.76,624181.7,2373071,0.11,189868909,92.2,330,1.2
react_tool,mir_operator:decode_head,330,75968568,0.65,230207.8,219940668,9.98,15119364,19.9,2970,289.5
react_tool,mir_operator:decode_embed,330,17329844,0.15,52514.7,627396,0.03,3984119,23.0,330,3.6
react_tool,mir_operator:prefill_layer00,6,9614779,0.08,1602463.2,2381739,0.11,2303158,24.0,357,24.8
react_tool,mir_operator:prefill_layer01,6,8780404,0.08,1463400.7,2087818,0.09,2060075,23.5,357,23.8
react_tool,mir_operator:prefill_layer03,6,7934807,0.07,1322467.8,1971883,0.09,1870015,23.6,357,24.9
react_tool,mir_operator:prefill_layer02,6,7924819,0.07,1320803.2,1982921,0.09,1874058,23.6,357,25.0
react_tool,mir_operator:prefill_layer04,6,7762648,0.07,1293774.7,1976108,0.09,1859994,24.0,357,25.5
react_tool,mir_operator:prefill_layer12,6,7555590,0.06,1259265.0,2220682,0.1,1792472,23.7,357,29.4
react_tool,mir_operator:prefill_layer15,6,7519859,0.06,1253309.8,1973415,0.09,1786193,23.8,357,26.2
react_tool,mir_operator:prefill_layer11,6,7518765,0.06,1253127.5,1969804,0.09,1798686,23.9,357,26.2
react_tool,mir_operator:prefill_layer05,6,7503434,0.06,1250572.3,1969834,0.09,1799677,24.0,357,26.3
react_tool,mir_operator:prefill_layer10,6,7492243,0.06,1248707.2,1997355,0.09,1805851,24.1,357,26.7
react_tool,mir_operator:prefill_layer13,6,7477272,0.06,1246212.0,2119915,0.1,1780246,23.8,357,28.4
react_tool,mir_operator:prefill_layer09,6,7439965,0.06,1239994.2,1977897,0.09,1792492,24.1,357,26.6
react_tool,mir_operator:prefill_layer06,6,7421709,0.06,1236951.5,2128299,0.1,1792119,24.1,357,28.7
react_tool,mir_operator:prefill_layer18,6,7416130,0.06,1236021.7,2013354,0.09,1753186,23.6,357,27.1
react_tool,mir_operator:prefill_layer16,6,7397318,0.06,1232886.3,1978121,0.09,1756001,23.7,357,26.7
react_tool,mir_operator:prefill_layer08,6,7390294,0.06,1231715.7,1990442,0.09,1766530,23.9,357,26.9
react_tool,mir_operator:prefill_layer17,6,7383036,0.06,1230506.0,1975175,0.09,1759905,23.8,357,26.8
react_tool,mir_operator:prefill_layer14,6,7362367,0.06,1227061.2,1973996,0.09,1763606,24.0,357,26.8
react_tool,mir_operator:prefill_layer27,6,7359151,0.06,1226525.2,2215338,0.1,1790123,24.3,357,30.1
react_tool,mir_operator:prefill_layer26,6,7351367,0.06,1225227.8,2000043,0.09,1762572,24.0,357,27.2
react_tool,mir_operator:prefill_layer25,6,7317597,0.06,1219599.5,2207664,0.1,1754355,24.0,357,30.2
react_tool,mir_operator:prefill_layer19,6,7297394,0.06,1216232.3,2091820,0.09,1749597,24.0,357,28.7
react_tool,mir_operator:prefill_layer07,6,7289954,0.06,1214992.3,2115914,0.1,1758936,24.1,357,29.0
react_tool,mir_operator:prefill_layer22,6,7284328,0.06,1214054.7,1976236,0.09,1745532,24.0,357,27.1
react_tool,mir_operator:prefill_layer24,6,7274844,0.06,1212474.0,1975242,0.09,1761622,24.2,357,27.2
react_tool,mir_operator:prefill_layer21,6,7259642,0.06,1209940.3,1977288,0.09,1737450,23.9,357,27.2
react_tool,mir_operator:prefill_layer20,6,7257500,0.06,1209583.3,1995498,0.09,1738569,24.0,357,27.5
react_tool,mir_operator:prefill_layer23,6,7178228,0.06,1196371.3,1977963,0.09,1725113,24.0,357,27.6
react_tool,token_preprocess_cpu,6,6188579,0.05,1031429.8,0,0.0,0,0.0,0,0.0
react_tool,mir_operator:prefill_sample,6,5292797,0.05,882132.8,50272,0.0,4998355,94.4,6,0.9
react_tool,pre_d2h_alloc,6,4315924,0.04,719320.7,4448,0.0,165850,3.8,0,0.1
react_tool,dag_schedule_gap,9,2614561,0.02,290506.8,0,0.0,27616,1.1,0,0.0
react_tool,mir_operator:prefill_head,6,1487888,0.01,247981.3,5608833,0.25,300736,20.2,54,377.0
react_tool,weight_init,6,1087324,0.01,181220.7,0,0.0,15847,1.5,0,0.0
react_tool,agent_tool_execute_cpu,3,824414,0.01,274804.7,0,0.0,0,0.0,0,0.0
react_tool,d2h_stage,6,820249,0.01,136708.2,5152,0.0,223558,27.3,0,0.6
react_tool,h2d_stage,6,742370,0.01,123728.3,2400,0.0,249636,33.6,0,0.3
react_tool,host_input_generate,6,737707,0.01,122951.2,0,0.0,33165,4.5,0,0.0
react_tool,mir_operator:prefill_embed,6,597919,0.01,99653.2,10528,0.0,108124,18.1,6,1.8
react_tool,iteration_tail_sync,3,346693,0.0,115564.3,0,0.0,42365,12.2,0,0.0
react_tool,checksum_complete,6,295998,0.0,49333.0,0,0.0,19288,6.5,0,0.0
react_tool,adapter_dispatch,6,24779,0.0,4129.8,0,0.0,0,0.0,0,0.0
