workload,iteration,launch_order,call_id,process,op_index,kind,family,name,api_name,api_start_rel_us,gpu_start_rel_us,gpu_ns,launch_latency_ns,grid,block,stream
planner_debate_L,1,1,planner-seed,h2d_stage,,memcpy,memcpy,memcpy_Host-to-Device,cudaMemcpyAsync_v3020,1177192.5,1177217.4,1088123,24875,0x0x0,0x0x0,7
planner_debate_L,1,2,planner-seed,weight_init,,kernel,rng_init,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda:",cudaLaunchKernel_v7000,1178616.9,1178707.2,25119,90358,768x1x1,256x1x1,7
planner_debate_L,1,3,planner-seed,weight_init,,kernel,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor<c10::Half, c10::Half, c10::Half, at::na",cudaLaunchKernel_v7000,1178727.9,1178736.5,14015,8599,12544x1x1,128x1x1,7
planner_debate_L,1,4,planner-seed,mir_operator:RMSNormOp,6,kernel,copy,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (i,cudaLaunchKernel_v7000,1178947.8,1178962.7,84925,14892,12544x1x1,128x1x1,7
planner_debate_L,1,5,planner-seed,mir_operator:RMSNormOp,6,kernel,elementwise_unary,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, ",cudaLaunchKernel_v7000,1179001.1,1179048.3,74974,47217,12544x1x1,128x1x1,7
planner_debate_L,1,6,planner-seed,mir_operator:RMSNormOp,6,kernel,reduce,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, fl",cudaLaunchKernel_v7000,1179040.4,1179123.9,20063,83517,224x1x1,32x16x1,7
planner_debate_L,1,7,planner-seed,mir_operator:RMSNormOp,6,kernel,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (uns",cudaLaunchKernel_v7000,1179072.8,1179144.6,1216,71825,4x1x1,128x1x1,7
planner_debate_L,1,8,planner-seed,mir_operator:RMSNormOp,6,kernel,elementwise_unary,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda(",cudaLaunchKernel_v7000,1179108.1,1179146.5,992,38420,4x1x1,128x1x1,7
planner_debate_L,1,9,planner-seed,mir_operator:RMSNormOp,6,kernel,elementwise_binary,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<",cudaLaunchKernel_v7000,1179135.6,1179148.1,85949,12433,50176x1x1,128x1x1,7
planner_debate_L,1,10,planner-seed,mir_operator:RMSNormOp,6,kernel,copy,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[",cudaLaunchKernel_v7000,1179162.3,1179234.7,54558,72375,12544x1x1,128x1x1,7
