workload,iteration,wall_ns,segment_sum_ns,segments,gpu_work_ns,cuda_api_ns,conservation_err_ns
planner_debate_L,0,1083889688,1083889688,123,541192755,512157800,0
planner_debate_L,1,1080047785,1080047785,123,539246676,510048803,0
planner_debate_L,2,1080541580,1080541580,123,542036233,513562232,0
planner_debate_L,3,1091364774,1091364774,123,536295051,506302465,0
planner_debate_L,4,1072111708,1072111708,123,537958406,508855245,0
planner_debate_L,5,1078165458,1078165458,123,540250552,511810086,0
planner_debate_L,6,1057270312,1057270312,123,537787181,509668565,0
planner_debate_L,7,1077607647,1077607647,123,539865002,511327094,0
