label,concurrent_requests,gpu_ns,gpu_share_pct,top_families
qwen3_core_r02,1,770495168,6.34,gemv:92.8%;attention:2.2%;memcpy:1.5%;elementwise_other:1.3%
qwen3_core_r02,2-3,1980366267,16.3,gemm:85.0%;gemv:5.0%;attention:4.6%;memcpy:1.8%
qwen3_core_r02,4-7,4570976687,37.61,gemm:86.4%;attention:7.9%;memcpy:1.9%;copy:1.1%
qwen3_core_r02,8-15,4309266166,35.46,gemm:77.0%;attention:17.4%;memcpy:1.9%;copy:1.2%
qwen3_core_r02,16-31,546821291,4.5,gemm:67.0%;attention:27.8%;memcpy:1.7%;copy:1.3%
