lineage,axis,component,total_ns,share_pct,selected
qwenvl-agentix-core,request_time,decode,1058771281020,94.4,True
qwenvl-agentix-core,request_time,queue_wait,62827155660,5.6,False
qwenvl-agentix-core,gpu_time,concurrency_1,224324913,2.23,False
qwenvl-agentix-core,gpu_time,concurrency_2-3,632887479,6.28,False
qwenvl-agentix-core,gpu_time,concurrency_4-7,1733561347,17.21,True
qwenvl-agentix-core,gpu_time,concurrency_8-15,4232888893,42.01,True
qwenvl-agentix-core,gpu_time,concurrency_16-31,3268679928,32.44,True
