workload,iteration,launch_order,call_id,process,op_index,kind,family,name,api_name,api_start_rel_us,gpu_start_rel_us,gpu_ns,launch_latency_ns,grid,block,stream
planner_debate_L_it1,7,59,critic-b,mir_operator:RMSNormOp,6,kernel,copy,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[",cudaLaunchKernel_v7000,4251217.4,4251507.5,90494,290041,16384x1x1,128x1x1,7
planner_debate_L_it1,7,60,critic-b,mir_operator:AddOp,7,kernel,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOnSelf_add<c10::Half>, std::array<char *, ",cudaLaunchKernel_v7000,4251692.9,4251701.3,27199,8417,16384x1x1,128x1x1,7
planner_debate_L_it1,7,61,critic-b,mir_operator:RMSNormOp,8,kernel,copy,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (i,cudaLaunchKernel_v7000,4251795.8,4251804.1,87133,8272,16384x1x1,128x1x1,7
planner_debate_L_it1,7,62,critic-b,mir_operator:RMSNormOp,8,kernel,elementwise_unary,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, ",cudaLaunchKernel_v7000,4251821.3,4251891.8,144796,70553,16384x1x1,128x1x1,7
planner_debate_L_it1,7,63,critic-b,mir_operator:RMSNormOp,8,kernel,reduce,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, fl",cudaLaunchKernel_v7000,4251840.8,4252037.3,36895,196517,256x1x1,32x16x1,7
planner_debate_L_it1,7,64,critic-b,mir_operator:RMSNormOp,8,kernel,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (uns",cudaLaunchKernel_v7000,4251856.3,4252074.9,1248,218609,4x1x1,128x1x1,7
planner_debate_L_it1,7,65,critic-b,mir_operator:RMSNormOp,8,kernel,elementwise_unary,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda(",cudaLaunchKernel_v7000,4251870.8,4252076.9,1088,206099,4x1x1,128x1x1,7
planner_debate_L_it1,7,66,critic-b,mir_operator:RMSNormOp,8,kernel,elementwise_binary,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<",cudaLaunchKernel_v7000,4251886.5,4252078.6,127580,192186,65536x1x1,128x1x1,7
planner_debate_L_it1,7,67,critic-b,mir_operator:RMSNormOp,8,kernel,copy,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[",cudaLaunchKernel_v7000,4251904.4,4252207.3,91166,302916,16384x1x1,128x1x1,7
planner_debate_L_it1,7,68,critic-b,mir_operator:LinearOp,10,memset,memset,memset,cudaMemsetAsync_v3020,4252408.2,4252424.7,864,16451,0x0x0,0x0x0,7
