workload,op_type,instances,kernel_launches,gpu_ns_total,gpu_share_pct,nvtx_cpu_ns_total,wall_share_pct,gpu_ns_per_instance
react_moa_mcts,decode_head,2550,22950,1702542577.0,9.86,575941371.0,0.65,667663.8
react_moa_mcts,decode_layer13,2550,145350,536179380.0,3.11,2898786526.0,3.27,210266.4
react_moa_mcts,decode_layer17,2550,145350,536116127.0,3.1,2898512372.0,3.27,210241.6
react_moa_mcts,decode_layer24,2550,145350,535875889.0,3.1,2903618095.0,3.28,210147.4
react_moa_mcts,decode_layer12,2550,145350,535835264.0,3.1,2896683881.0,3.27,210131.5
react_moa_mcts,decode_layer09,2550,145350,535794584.0,3.1,2909034887.0,3.29,210115.5
react_moa_mcts,decode_layer11,2550,145350,535395483.0,3.1,2899401837.0,3.27,209959.0
react_moa_mcts,decode_layer25,2550,145350,535200132.0,3.1,2907052936.0,3.28,209882.4
react_moa_mcts,decode_layer02,2550,145350,535190578.0,3.1,2935320489.0,3.32,209878.7
react_moa_mcts,decode_layer26,2550,145350,535042708.0,3.1,2909708114.0,3.29,209820.7
react_moa_mcts,decode_layer18,2550,145350,535031679.0,3.1,2897509935.0,3.27,209816.3
react_moa_mcts,decode_layer03,2550,145350,535003287.0,3.1,2923258216.0,3.3,209805.2
react_moa_mcts,decode_layer01,2550,145350,534995463.0,3.1,2961556914.0,3.34,209802.1
react_moa_mcts,decode_layer06,2550,145350,534891417.0,3.1,2907811399.0,3.28,209761.3
react_moa_mcts,decode_layer07,2550,145350,534638777.0,3.1,2907271629.0,3.28,209662.3
react_moa_mcts,decode_layer00,2550,145350,534514136.0,3.1,3084831203.0,3.48,209613.4
react_moa_mcts,decode_layer10,2550,145350,534413318.0,3.09,2902953605.0,3.28,209573.9
react_moa_mcts,decode_layer05,2550,145350,534373284.0,3.09,2913709739.0,3.29,209558.2
react_moa_mcts,decode_layer27,2550,145350,534299659.0,3.09,2903040179.0,3.28,209529.3
react_moa_mcts,decode_layer04,2550,145350,534200636.0,3.09,2920930864.0,3.3,209490.4
react_moa_mcts,decode_layer23,2550,145350,534033386.0,3.09,2902227309.0,3.28,209424.9
react_moa_mcts,decode_layer22,2550,145350,533894630.0,3.09,2907072106.0,3.28,209370.4
react_moa_mcts,decode_layer19,2550,145350,533862437.0,3.09,2899243342.0,3.27,209357.8
react_moa_mcts,decode_layer21,2550,145350,533577547.0,3.09,2899870163.0,3.28,209246.1
react_moa_mcts,decode_layer16,2550,145350,533417506.0,3.09,2897221604.0,3.27,209183.3
react_moa_mcts,decode_layer08,2550,145350,533274680.0,3.09,2904595545.0,3.28,209127.3
react_moa_mcts,decode_layer15,2550,145350,533049153.0,3.09,2900484926.0,3.28,209038.9
react_moa_mcts,decode_layer20,2550,145350,532918986.0,3.09,2896173275.0,3.27,208987.8
react_moa_mcts,decode_layer14,2550,145350,532307346.0,3.08,2910735629.0,3.29,208748.0
react_moa_mcts,prefill_head,30,270,67051466.0,0.39,7370152.0,0.01,2235048.9
react_moa_mcts,call_overhead,30,25800,34670803.0,0.2,0.0,0.0,1155693.4
react_moa_mcts,decode_sample,2550,2550,19444001.0,0.11,1594831629.0,1.8,7625.1
react_moa_mcts,prefill_layer23,30,1725,17259891.0,0.1,37236434.0,0.04,575329.7
react_moa_mcts,prefill_layer10,30,1725,17175579.0,0.1,37533071.0,0.04,572519.3
react_moa_mcts,prefill_layer19,30,1725,17168573.0,0.1,37214689.0,0.04,572285.8
react_moa_mcts,prefill_layer17,30,1725,16929591.0,0.1,37324001.0,0.04,564319.7
react_moa_mcts,prefill_layer06,30,1725,16925223.0,0.1,37249134.0,0.04,564174.1
react_moa_mcts,prefill_layer15,30,1725,16918325.0,0.1,37448214.0,0.04,563944.2
react_moa_mcts,prefill_layer03,30,1725,16904271.0,0.1,37829874.0,0.04,563475.7
react_moa_mcts,prefill_layer01,30,1725,16896547.0,0.1,38910317.0,0.04,563218.2
react_moa_mcts,prefill_layer04,30,1725,16886771.0,0.1,37578026.0,0.04,562892.4
react_moa_mcts,prefill_layer12,30,1725,16863764.0,0.1,37520871.0,0.04,562125.5
react_moa_mcts,prefill_layer14,30,1725,16857883.0,0.1,37511643.0,0.04,561929.4
react_moa_mcts,prefill_layer26,30,1725,16824306.0,0.1,37287635.0,0.04,560810.2
react_moa_mcts,prefill_layer24,30,1725,16819668.0,0.1,37825339.0,0.04,560655.6
react_moa_mcts,prefill_layer09,30,1725,16784569.0,0.1,37585406.0,0.04,559485.6
react_moa_mcts,prefill_layer13,30,1725,16783727.0,0.1,37396837.0,0.04,559457.6
react_moa_mcts,prefill_layer22,30,1725,16780146.0,0.1,37027705.0,0.04,559338.2
react_moa_mcts,prefill_layer08,30,1725,16765850.0,0.1,37534587.0,0.04,558861.7
react_moa_mcts,prefill_layer20,30,1725,16750897.0,0.1,37200240.0,0.04,558363.2
react_moa_mcts,prefill_layer25,30,1725,16747027.0,0.1,37316765.0,0.04,558234.2
react_moa_mcts,prefill_layer11,30,1725,16740719.0,0.1,37255639.0,0.04,558024.0
react_moa_mcts,prefill_layer07,30,1725,16735416.0,0.1,37487315.0,0.04,557847.2
react_moa_mcts,prefill_layer27,30,1725,16703951.0,0.1,37284644.0,0.04,556798.4
react_moa_mcts,prefill_layer02,30,1725,16694732.0,0.1,38217027.0,0.04,556491.1
react_moa_mcts,prefill_layer16,30,1725,16685008.0,0.1,37622797.0,0.04,556166.9
react_moa_mcts,prefill_layer21,30,1725,16675238.0,0.1,37164541.0,0.04,555841.3
react_moa_mcts,prefill_layer18,30,1725,16663624.0,0.1,37315099.0,0.04,555454.1
react_moa_mcts,prefill_layer00,30,1725,16641073.0,0.1,41976606.0,0.05,554702.4
react_moa_mcts,prefill_layer05,30,1725,16628309.0,0.1,37269127.0,0.04,554277.0
react_moa_mcts,decode_embed,2550,2550,4997353.0,0.03,129622450.0,0.15,1959.7
react_moa_mcts,prefill_sample,30,30,248066.0,0.0,65350697.0,0.07,8268.9
