workload,iteration,wall_ns,segment_sum_ns,segments,gpu_work_ns,cuda_api_ns,conservation_err_ns
react_moa_mcts,0,33048483340,33048483340,67163,8177280921,7519706999,0
react_moa_mcts,1,35286302874,35286302874,67163,8205449590,7973664687,0
react_moa_mcts,2,33170584056,33170584056,67163,8208913446,7518563662,0
