workload,process,instances,host_ns_total,host_share_pct,host_ns_per_instance,gpu_ns_total,gpu_share_pct,cuda_api_ns_total,cuda_api_share_of_host_pct,kernel_launches,gpu_over_host_pct
react_moa_mcts,mir_operator:prefill_layer01,30,35732746,0.04,1191091.5,21110994,0.09,8130035,22.8,1350,59.1
react_moa_mcts,mir_operator:prefill_layer02,30,34756536,0.03,1158551.2,21168095,0.09,7902291,22.7,1350,60.9
react_moa_mcts,mir_operator:prefill_layer23,30,34580148,0.03,1152671.6,21067393,0.09,7954124,23.0,1350,60.9
react_moa_mcts,mir_operator:prefill_layer26,30,34527422,0.03,1150914.1,21072951,0.09,7943806,23.0,1350,61.0
react_moa_mcts,mir_operator:prefill_layer24,30,34450482,0.03,1148349.4,21133346,0.09,7899523,22.9,1350,61.3
react_moa_mcts,mir_operator:prefill_layer03,30,34387674,0.03,1146255.8,21144537,0.09,7897229,23.0,1350,61.5
react_moa_mcts,mir_operator:prefill_layer25,30,34343246,0.03,1144774.9,21126648,0.09,7893735,23.0,1350,61.5
react_moa_mcts,mir_operator:prefill_layer27,30,34321733,0.03,1144057.8,21406271,0.09,7851341,22.9,1350,62.4
react_moa_mcts,mir_operator:prefill_layer28,30,34257792,0.03,1141926.4,21294577,0.09,7904434,23.1,1350,62.2
react_moa_mcts,mir_operator:prefill_layer16,30,34122971,0.03,1137432.4,21245864,0.09,7797766,22.9,1350,62.3
react_moa_mcts,mir_operator:prefill_layer04,30,34073210,0.03,1135773.7,21334010,0.09,7809291,22.9,1350,62.6
react_moa_mcts,mir_operator:prefill_layer08,30,34046862,0.03,1134895.4,21372089,0.09,7823354,23.0,1350,62.8
react_moa_mcts,mir_operator:prefill_layer29,30,34038830,0.03,1134627.7,21323930,0.09,7840023,23.0,1350,62.6
react_moa_mcts,mir_operator:prefill_layer14,30,33965832,0.03,1132194.4,21170392,0.09,7807738,23.0,1350,62.3
react_moa_mcts,mir_operator:prefill_layer07,30,33937816,0.03,1131260.5,21333370,0.09,7771804,22.9,1350,62.9
react_moa_mcts,mir_operator:prefill_layer15,30,33902547,0.03,1130084.9,21222655,0.09,7828406,23.1,1350,62.6
react_moa_mcts,mir_operator:prefill_layer13,30,33864540,0.03,1128818.0,21179445,0.09,7820571,23.1,1350,62.5
react_moa_mcts,mir_operator:prefill_layer32,30,33849947,0.03,1128331.6,21134360,0.09,7767736,22.9,1350,62.4
react_moa_mcts,mir_operator:prefill_layer09,30,33829504,0.03,1127650.1,21179488,0.09,7778136,23.0,1350,62.6
react_moa_mcts,mir_operator:prefill_layer30,30,33827317,0.03,1127577.2,21158183,0.09,7738371,22.9,1350,62.5
react_moa_mcts,mir_operator:prefill_layer10,30,33804678,0.03,1126822.6,21039073,0.09,7781211,23.0,1350,62.2
react_moa_mcts,mir_operator:prefill_layer06,30,33797577,0.03,1126585.9,21180930,0.09,7806763,23.1,1350,62.7
react_moa_mcts,mir_operator:prefill_layer35,30,33796255,0.03,1126541.8,21121945,0.09,7730164,22.9,1350,62.5
react_moa_mcts,mir_operator:prefill_layer11,30,33791762,0.03,1126392.1,21193225,0.09,7785566,23.0,1350,62.7
react_moa_mcts,mir_operator:prefill_layer05,30,33786348,0.03,1126211.6,21111095,0.09,7731352,22.9,1350,62.5
react_moa_mcts,mir_operator:prefill_layer34,30,33774372,0.03,1125812.4,21201313,0.09,7762452,23.0,1350,62.8
react_moa_mcts,mir_operator:prefill_layer31,30,33759053,0.03,1125301.8,21278545,0.09,7743298,22.9,1350,63.0
react_moa_mcts,mir_operator:prefill_layer22,30,33724443,0.03,1124148.1,21139206,0.09,7752211,23.0,1350,62.7
react_moa_mcts,mir_operator:prefill_layer12,30,33710533,0.03,1123684.4,21058332,0.09,7821935,23.2,1350,62.5
react_moa_mcts,mir_operator:prefill_layer17,30,33677212,0.03,1122573.7,21295221,0.09,7740006,23.0,1350,63.2
react_moa_mcts,mir_operator:prefill_layer33,30,33668878,0.03,1122295.9,21149790,0.09,7712554,22.9,1350,62.8
react_moa_mcts,mir_operator:prefill_layer21,30,33510482,0.03,1117016.1,21315972,0.09,7781993,23.2,1350,63.6
react_moa_mcts,mir_operator:prefill_layer18,30,33496402,0.03,1116546.7,21306133,0.09,7722939,23.1,1350,63.6
react_moa_mcts,mir_operator:prefill_layer19,30,33447210,0.03,1114907.0,21219251,0.09,7711204,23.1,1350,63.4
react_moa_mcts,mir_operator:prefill_layer20,30,33371375,0.03,1112379.2,21203970,0.09,7689074,23.0,1350,63.5
react_moa_mcts,pre_d2h_alloc,30,11437692,0.01,381256.4,24418,0.0,854882,7.5,0,0.2
react_moa_mcts,mir_operator:prefill_head,30,8601832,0.01,286727.7,67386052,0.27,1608128,18.7,270,783.4
react_moa_mcts,dag_schedule_gap,33,5964778,0.01,180750.8,0,0.0,223862,3.8,0,0.0
react_moa_mcts,weight_init,30,5762074,0.01,192069.1,0,0.0,67937,1.2,0,0.0
react_moa_mcts,host_input_generate,30,4249406,0.0,141646.9,0,0.0,159483,3.8,0,0.0
react_moa_mcts,d2h_stage,30,4128765,0.0,137625.5,34113,0.0,1177203,28.5,0,0.8
react_moa_mcts,h2d_stage,30,3491315,0.0,116377.2,14785,0.0,1332484,38.2,0,0.4
react_moa_mcts,mir_operator:prefill_embed,30,2813953,0.0,93798.4,94785,0.0,518110,18.4,30,3.4
react_moa_mcts,checksum_complete,30,1416449,0.0,47215.0,0,0.0,78258,5.5,0,0.0
react_moa_mcts,agent_tool_execute_cpu,3,1287152,0.0,429050.7,0,0.0,0,0.0,0,0.0
react_moa_mcts,iteration_tail_sync,3,472117,0.0,157372.3,0,0.0,81138,17.2,0,0.0
react_moa_mcts,adapter_dispatch,30,155574,0.0,5185.8,0,0.0,0,0.0,0,0.0
