policy,program_id,class,call_index,submit_ns,first_token_ns,finish_ns,queue_wait_ns,decode_ns,call_ns,prompt_tokens,output_tokens
plas,p00000,agent,8,165833826594049,165833906104613,165836791607194,79510564,2885502581,2965013145,1589,118
plas,p00055,chat,0,165833733769612,165833781893165,165836867192726,48123553,3085299561,3133423114,217,126
plas,p00041,lats,4,165835003534456,165835089265722,165836888737025,85731266,1799471303,1885202569,466,74
plas,p00009,agent,8,165834323230777,165834405007990,165836927484115,81777213,2522476125,2604253338,736,103
plas,p00005,lats,8,165832935205636,165833008585790,165836972583592,73380154,3963997802,4037377956,936,162
plas,p00042,lats,2,165832380984067,165832454422857,165837069832744,73438790,4615409887,4688848677,778,189
plas,p00046,lats,2,165833407813871,165833502959261,165837070178459,95145390,3567219198,3662364588,830,146
plas,p00051,lats,1,165835654926230,165835744353052,165837169567202,89426822,1425214150,1514640972,907,59
plas,p00029,agent,4,165832784668464,165832861208543,165837289816635,76540079,4428608092,4505148171,566,181
plas,p00018,agent,6,165833827006021,165833906070286,165837637488068,79064265,3731417782,3810482047,1656,153
plas,p00056,agent,0,165834307385844,165834380486172,165837637881738,73100328,3257395566,3330495894,1623,134
plas,p00032,lats,5,165834006623422,165834082630628,165837698001242,76007206,3615370614,3691377820,355,148
plas,p00036,lats,4,165833680245477,165833772784970,165837902234082,92539493,4129449112,4221988605,471,170
plas,p00038,lats,6,165835129071620,165835203607428,165838045920319,74535808,2842312891,2916848699,592,117
plas,p00023,lats,7,165836646613116,165836722741668,165838167678289,76128552,1444936621,1521065173,322,61
plas,p00008,agent,8,165834530461672,165834607140367,165838190699872,76678695,3583559505,3660238200,1840,148
plas,p00048,lats,3,165833939258882,165834007065129,165838255858633,67806247,4248793504,4316599751,345,174
plas,p00010,lats,12,165836601379453,165836669104034,165838296797764,67724581,1627693730,1695418311,1014,68
plas,p00033,agent,4,165834174746368,165834256804232,165838674870049,82057864,4418065817,4500123681,1799,182
plas,p00059,lats,0,165835644209686,165835714146378,165838734728057,69936692,3020581679,3090518371,1017,125
plas,p00061,chat,0,165836094556967,165836186594233,165838735068123,92037266,2548473890,2640511156,418,106
plas,p00006,agent,7,165834174456755,165834256844214,165838823010466,82387459,4566166252,4648553711,717,188
plas,p00041,lats,5,165836888839727,165836973192456,165838846240507,84352729,1873048051,1957400780,595,79
plas,p00015,lats,10,165836541649977,165836618281205,165838883309513,76631228,2265028308,2341659536,845,94
plas,p00044,lats,3,165835409780265,165835479817998,165838909153529,70037733,3429335531,3499373264,355,141
plas,p00016,agent,5,165836120805916,165836203500173,165838956277491,82694257,2752777318,2835471575,1235,114
plas,p00019,agent,6,165834152011939,165834243894840,165839008163531,91882901,4764268691,4856151592,1759,196
plas,p00005,lats,9,165836972695737,165837047677055,165839271813024,74981318,2224135969,2299117287,664,93
plas,p00050,lats,1,165834906175743,165834980030977,165839330378973,73855234,4350347996,4424203230,479,178
plas,p00023,lats,8,165838167795306,165838256639710,165839397258530,88844404,1140618820,1229463224,988,48
plas,p00047,lats,3,165836421336929,165836498871289,165839471277830,77534360,2972406541,3049940901,1002,123
plas,p00017,agent,9,165834583683843,165834657712090,165839659849902,74028247,5002137812,5076166059,757,206
plas,p00002,agent,8,165835479273216,165835568010649,165839660204364,88737433,4092193715,4180931148,545,169
plas,p00057,agent,0,165835495932513,165835580608892,165839825766383,84676379,4245157491,4329833870,936,175
plas,p00013,lats,8,165836271480700,165836361094852,165839826152926,89614152,3465058074,3554672226,990,144
