workload,iteration,wall_ns,segment_sum_ns,segments,gpu_work_ns,cuda_api_ns,conservation_err_ns
react_tool,0,4355147698,4355147698,8755,1055401437,983292435,0
react_tool,1,4301565743,4301565743,8755,1052350321,972273126,0
react_tool,2,4343609367,4343609367,8755,1052157310,977626082,0
