workload,call_id,process,op_index,op_type,engine,instances,host_ns_median,host_ns_min,host_ns_max,gpu_ns_median,cuda_api_ns_median,cuda_api_top,kernel_families,kernels_per_instance
planner_debate,planner-seed,adapter_dispatch,,,,20,1175766.0,1119055,2052719,0.0,0.0,,,0
planner_debate,planner-seed,token_preprocess_cpu,,,,20,340543.5,242885,385791,0.0,0.0,,,0
planner_debate,planner-seed,host_input_generate,,,,20,7046088.0,6853413,13582326,0.0,8960.0,cudaEventQuery,,0
planner_debate,planner-seed,h2d_stage,,,,20,224548.5,152008,235839,117035.0,132710.0,cudaEventSynchronize,memcpy,0
planner_debate,planner-seed,weight_init,,,,20,167387.0,128959,200220,6750.5,36567.5,cudaLaunchKernel,elementwise_binary|rng_init,2
planner_debate,planner-seed,mir_operator:RMSNormOp,6,RMSNormOp,ve,20,294448.0,239919,398746,17757.0,77734.0,cudaLaunchKernel,copy|elementwise_binary|elementwise_unary|reduce,7
planner_debate,planner-seed,inter_operator_dispatch,,,,140,8690.0,6097,22986,0.0,0.0,,,0
planner_debate,planner-seed,mir_operator:AddOp,7,AddOp,ve,20,105936.0,96446,163350,1696.0,27256.5,cudaLaunchKernel,elementwise_binary,1
planner_debate,planner-seed,mir_operator:RMSNormOp,8,RMSNormOp,ve,20,243180.0,215552,443978,17437.0,70894.0,cudaLaunchKernel,copy|elementwise_binary|elementwise_unary|reduce,7
planner_debate,planner-seed,mir_operator:LinearOp,10,LinearOp,me,20,142578.5,125344,218962,14557.5,29905.0,cudaLaunchKernel,gemm,1
planner_debate,planner-seed,mir_operator:LinearOp,11,LinearOp,me,20,102868.5,95069,160092,14590.0,25420.0,cudaLaunchKernel,gemm,1
planner_debate,planner-seed,mir_operator:LinearOp,12,LinearOp,me,20,98823.0,92259,174724,14525.0,25527.5,cudaLaunchKernel,gemm,1
planner_debate,planner-seed,mir_operator:ViewOp,13,ViewOp,de,20,75183.0,69365,91817,0.0,14383.5,cudaEventRecord,,0
planner_debate,planner-seed,mir_operator:TransposeOp,14,TransposeOp,de,20,129544.5,113523,216479,12126.0,28378.5,cudaLaunchKernel,copy,1
planner_debate,planner-seed,pre_d2h_alloc,,,,20,13025.5,9648,17942,0.0,0.0,,,0
planner_debate,planner-seed,d2h_stage,,,,20,181447.5,117345,441233,123626.0,131606.0,cudaEventSynchronize,memcpy,0
planner_debate,planner-seed,checksum_complete,,,,20,74907.0,60243,91505,0.0,2018.5,cudaEventDestroy,,0
planner_debate,critic-a,adapter_dispatch,,,,20,1169796.0,1122980,1207820,0.0,0.0,,,0
planner_debate,critic-a,token_preprocess_cpu,,,,20,334447.5,285515,386092,0.0,0.0,,,0
planner_debate,critic-a,host_input_generate,,,,20,9083593.5,8934357,12396857,0.0,8710.5,cudaEventQuery,,0
planner_debate,critic-a,h2d_stage,,,,20,260792.0,171792,331440,152452.5,168751.0,cudaEventSynchronize,memcpy,0
planner_debate,critic-a,weight_init,,,,20,165802.5,127082,245386,7071.0,36639.0,cudaLaunchKernel,elementwise_binary|rng_init,2
planner_debate,critic-a,mir_operator:RMSNormOp,6,RMSNormOp,ve,20,284228.0,241844,472062,19373.5,77019.0,cudaLaunchKernel,copy|elementwise_binary|elementwise_unary|reduce,7
planner_debate,critic-a,inter_operator_dispatch,,,,140,8013.5,5369,22296,0.0,0.0,,,0
planner_debate,critic-a,mir_operator:AddOp,7,AddOp,ve,20,103558.5,97695,123537,2047.5,26490.0,cudaLaunchKernel,elementwise_binary,1
planner_debate,critic-a,mir_operator:RMSNormOp,8,RMSNormOp,ve,20,247497.5,214027,341258,19131.0,72084.5,cudaLaunchKernel,copy|elementwise_binary|elementwise_unary|reduce,7
planner_debate,critic-a,mir_operator:LinearOp,10,LinearOp,me,20,140014.5,117826,180306,19836.5,30236.0,cudaLaunchKernel,gemm,1
planner_debate,critic-a,mir_operator:LinearOp,11,LinearOp,me,20,103092.5,95053,125104,19676.5,25740.0,cudaLaunchKernel,gemm,1
planner_debate,critic-a,mir_operator:LinearOp,12,LinearOp,me,20,96861.5,91350,204638,19645.0,25330.0,cudaEventRecord,gemm,1
planner_debate,critic-a,mir_operator:ViewOp,13,ViewOp,de,20,74416.0,67983,94600,0.0,14506.5,cudaEventRecord,,0
planner_debate,critic-a,mir_operator:TransposeOp,14,TransposeOp,de,20,127606.0,115325,151214,12350.0,28196.0,cudaLaunchKernel,copy,1
planner_debate,critic-a,pre_d2h_alloc,,,,20,13528.0,9563,16404,0.0,0.0,,,0
planner_debate,critic-a,d2h_stage,,,,20,218621.5,140751,233732,162019.0,169373.0,cudaEventRecord,memcpy,0
planner_debate,critic-a,checksum_complete,,,,20,74534.5,59769,150063,0.0,1946.5,cudaEventDestroy,,0
planner_debate,critic-b,adapter_dispatch,,,,20,1170314.0,1103923,1297822,0.0,0.0,,,0
planner_debate,critic-b,token_preprocess_cpu,,,,20,347679.5,289509,390310,0.0,0.0,,,0
planner_debate,critic-b,host_input_generate,,,,20,9280715.0,8904991,16050981,0.0,9012.0,cudaEventQuery,,0
planner_debate,critic-b,h2d_stage,,,,20,265674.0,172673,663932,150677.0,169351.5,cudaEventSynchronize,memcpy,0
planner_debate,critic-b,weight_init,,,,20,166028.5,126104,293863,7071.5,37119.5,cudaLaunchKernel,elementwise_binary|rng_init,2
planner_debate,critic-b,mir_operator:RMSNormOp,6,RMSNormOp,ve,20,293271.5,247310,481426,19389.0,78815.5,cudaLaunchKernel,copy|elementwise_binary|elementwise_unary|reduce,7
planner_debate,critic-b,inter_operator_dispatch,,,,140,8373.0,5842,29211,0.0,0.0,,,0
planner_debate,critic-b,mir_operator:AddOp,7,AddOp,ve,20,104637.5,95823,184226,2047.5,26634.5,cudaLaunchKernel,elementwise_binary,1
