workload,phase,iteration,call_id,op_index,op_type,engine,attribution_basis,nvtx_cpu_ns,nvtx_start,gpu_work_ns,kernel_ns,memcpy_memset_ns,kernel_count,memcpy_memset_count,launch_to_gpu_start_ns,gpu_span_ns,kernel_families,kernel_names
react_moa_mcts,measured,0,react-plan,,call_overhead,,gap_before_operator,,,62870,5088,57782,2,1,13104,215165,elementwise_binary|memcpy|rng_init,"memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,moa-map0,,call_overhead,,gap_before_operator,,,162439,7071,155368,2,2,11335,13829717,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,moa-map1,,call_overhead,,gap_before_operator,,,196610,7072,189538,2,2,11892,13876813,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,moa-map2,,call_overhead,,gap_before_operator,,,201279,7007,194272,2,2,11640,13874061,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,mcts-root,,call_overhead,,gap_before_operator,,,206111,7071,199040,2,2,11358,13893739,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,mcts-actor0,,call_overhead,,gap_before_operator,,,202880,7135,195745,2,2,11361,15829364,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,mcts-actor1,,call_overhead,,gap_before_operator,,,200606,7070,193536,2,2,11569,13935715,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,moa-reduce,,call_overhead,,gap_before_operator,,,189729,7070,182659,2,2,10702,13840723,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,react-answer,,call_overhead,,gap_before_operator,,,167045,6686,160359,2,2,10854,11659025,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,mcts-critic,,call_overhead,,gap_before_operator,,,257655,6943,250712,2,3,10498,14957408,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts,measured,0,react-plan,6,RMSNormOp,ve,nvtx_operator_range,245420,3978598102,16125,16125,0,7,0,8606,124556,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_moa_mcts,measured,0,react-plan,7,AddOp,ve,nvtx_operator_range,96718,3978852694,1439,1439,0,1,0,8875,1439,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_moa_mcts,measured,0,react-plan,8,RMSNormOp,ve,nvtx_operator_range,230676,3978956763,15135,15135,0,7,0,8571,128012,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_moa_mcts,measured,0,react-plan,10,LinearOp,me,nvtx_operator_range,169479,3979195695,12926,12510,416,1,1,17527,21789,gemm|memset,memset|void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_nn_
react_moa_mcts,measured,0,react-plan,11,LinearOp,me,nvtx_operator_range,115989,3979372798,12702,12254,448,1,1,6904,20381,gemm|memset,memset|void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_nn_
react_moa_mcts,measured,0,react-plan,12,LinearOp,me,nvtx_operator_range,107711,3979495996,12638,12222,416,1,1,6562,20541,gemm|memset,memset|void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_nn_
react_moa_mcts,measured,0,react-plan,13,ViewOp,de,nvtx_operator_range,68811,3979611092,0,0,0,0,0,,,,
react_moa_mcts,measured,0,react-plan,14,TransposeOp,de,nvtx_operator_range,117606,3979686043,9406,9406,0,1,0,10814,9406,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_moa_mcts,measured,0,moa-map0,6,RMSNormOp,ve,nvtx_operator_range,249959,3993702453,19260,19260,0,7,0,8883,123532,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_moa_mcts,measured,0,moa-map0,7,AddOp,ve,nvtx_operator_range,107957,3993962233,2079,2079,0,1,0,8427,2079,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_moa_mcts,measured,0,moa-map0,8,RMSNormOp,ve,nvtx_operator_range,216298,3994077474,19071,19071,0,7,0,9043,114542,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_moa_mcts,measured,0,moa-map0,10,LinearOp,me,nvtx_operator_range,116623,3994301841,20029,20029,0,1,0,9812,20029,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map0,11,LinearOp,me,nvtx_operator_range,97503,3994425465,20061,20061,0,1,0,8747,20061,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map0,12,LinearOp,me,nvtx_operator_range,92712,3994529965,20061,20061,0,1,0,8065,20061,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map0,13,ViewOp,de,nvtx_operator_range,68107,3994630087,0,0,0,0,0,,,,
react_moa_mcts,measured,0,moa-map0,14,TransposeOp,de,nvtx_operator_range,113944,3994704066,12318,12318,0,1,0,10134,12318,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_moa_mcts,measured,0,moa-map1,6,RMSNormOp,ve,nvtx_operator_range,243606,4008726742,19484,19484,0,7,0,8306,124364,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_moa_mcts,measured,0,moa-map1,7,AddOp,ve,nvtx_operator_range,114335,4008980095,2047,2047,0,1,0,8599,2047,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_moa_mcts,measured,0,moa-map1,8,RMSNormOp,ve,nvtx_operator_range,216563,4009102106,19100,19100,0,7,0,9266,115117,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_moa_mcts,measured,0,moa-map1,10,LinearOp,me,nvtx_operator_range,117269,4009326727,20221,20221,0,1,0,10138,20221,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map1,11,LinearOp,me,nvtx_operator_range,95648,4009450783,20189,20189,0,1,0,8245,20189,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map1,12,LinearOp,me,nvtx_operator_range,90724,4009552472,19901,19901,0,1,0,7983,19901,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map1,13,ViewOp,de,nvtx_operator_range,68001,4009650904,0,0,0,0,0,,,,
react_moa_mcts,measured,0,moa-map1,14,TransposeOp,de,nvtx_operator_range,113268,4009724843,12350,12350,0,1,0,9831,12350,copy,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kerne"
react_moa_mcts,measured,0,moa-map2,6,RMSNormOp,ve,nvtx_operator_range,246731,4023746445,19356,19356,0,7,0,8931,128171,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_moa_mcts,measured,0,moa-map2,7,AddOp,ve,nvtx_operator_range,108368,4024003125,2080,2080,0,1,0,9153,2080,elementwise_binary,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOn"
react_moa_mcts,measured,0,moa-map2,8,RMSNormOp,ve,nvtx_operator_range,216179,4024118681,18814,18814,0,7,0,9150,114542,copy|elementwise_binary|elementwise_unary|reduce,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda|void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed|void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at:|void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOn|void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_|void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kerne|void at::native::vectorized_elementwise_kernel<(int)8, at::native::float16_copy_"
react_moa_mcts,measured,0,moa-map2,10,LinearOp,me,nvtx_operator_range,115921,4024342492,20061,20061,0,1,0,9839,20061,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map2,11,LinearOp,me,nvtx_operator_range,104992,4024465333,20284,20284,0,1,0,8226,20284,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map2,12,LinearOp,me,nvtx_operator_range,95130,4024577462,20092,20092,0,1,0,8502,20092,gemm,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
react_moa_mcts,measured,0,moa-map2,13,ViewOp,de,nvtx_operator_range,69561,4024680596,0,0,0,0,0,,,,
