workload,phase,iteration,call_id,call_kind,process,op_index,op_type,engine,basis,start,end,host_ns,gpu_work_ns,gpu_busy_union_ns,kernel_launches,memcpy_memset,cuda_api_ns,cuda_api_calls,cuda_api_top,host_minus_api_ns,kernel_families
react_moa_mcts,measured,0,,dag,dag_schedule_gap,,,,gap_between_markers,3968769240,3968781215,11975,0,0,0,0,0,0,,11975,
react_moa_mcts,measured,0,react-plan,llm,adapter_dispatch,,,,gap_between_markers,3968781215,3969895807,1114592,0,0,0,0,0,0,,1114592,
react_moa_mcts,measured,0,react-plan,llm,token_preprocess_cpu,,,,host_event,3969895807,3970226670,330863,0,0,0,0,0,0,,330863,
react_moa_mcts,measured,0,react-plan,llm,host_input_generate,,,,gap_between_markers,3970226670,3978320226,8093556,0,0,0,0,7314,2,cudaEventQuery,8086242,
react_moa_mcts,measured,0,react-plan,llm,h2d_stage,,,,host_event,3978320226,3978461657,141431,57782,57782,0,1,66099,6,cudaEventSynchronize,75332,memcpy
react_moa_mcts,measured,0,react-plan,llm,weight_init,,,,gap_between_markers,3978461657,3978598102,136445,5088,5088,2,0,30190,7,cudaLaunchKernel,106255,elementwise_binary|rng_init
react_moa_mcts,measured,0,react-plan,llm,mir_operator:RMSNormOp,6,RMSNormOp,ve,nvtx_range,3978598102,3978843522,245420,16125,16125,7,0,65809,14,cudaLaunchKernel,179611,copy|elementwise_binary|elementwise_unary|reduce
react_moa_mcts,measured,0,react-plan,llm,inter_operator_dispatch,,,,gap_between_markers,3978843522,3978852694,9172,0,0,0,0,0,0,,9172,
react_moa_mcts,measured,0,react-plan,llm,mir_operator:AddOp,7,AddOp,ve,nvtx_range,3978852694,3978949412,96718,1439,1439,1,0,24230,8,cudaLaunchKernel,72488,elementwise_binary
react_moa_mcts,measured,0,react-plan,llm,inter_operator_dispatch,,,,gap_between_markers,3978949412,3978956763,7351,0,0,0,0,0,0,,7351,
react_moa_mcts,measured,0,react-plan,llm,mir_operator:RMSNormOp,8,RMSNormOp,ve,nvtx_range,3978956763,3979187439,230676,15135,15135,7,0,62481,14,cudaLaunchKernel,168195,copy|elementwise_binary|elementwise_unary|reduce
react_moa_mcts,measured,0,react-plan,llm,inter_operator_dispatch,,,,gap_between_markers,3979187439,3979195695,8256,0,0,0,0,0,0,,8256,
react_moa_mcts,measured,0,react-plan,llm,mir_operator:LinearOp,10,LinearOp,me,nvtx_range,3979195695,3979365174,169479,12926,12926,1,1,47302,10,cudaMemsetAsync,122177,gemm|memset
react_moa_mcts,measured,0,react-plan,llm,inter_operator_dispatch,,,,gap_between_markers,3979365174,3979372798,7624,0,0,0,0,0,0,,7624,
react_moa_mcts,measured,0,react-plan,llm,mir_operator:LinearOp,11,LinearOp,me,nvtx_range,3979372798,3979488787,115989,12702,12702,1,1,32292,10,cuLaunchKernel,83697,gemm|memset
react_moa_mcts,measured,0,react-plan,llm,inter_operator_dispatch,,,,gap_between_markers,3979488787,3979495996,7209,0,0,0,0,0,0,,7209,
react_moa_mcts,measured,0,react-plan,llm,mir_operator:LinearOp,12,LinearOp,me,nvtx_range,3979495996,3979603707,107711,12638,12638,1,1,29677,10,cuLaunchKernel,78034,gemm|memset
