workload,iteration,wall_ns,segment_sum_ns,segments,gpu_work_ns,cuda_api_ns,conservation_err_ns
planner_debate,0,16878549382,16878549382,27323,2947826788,4017889837,0
planner_debate,1,15821025955,15821025955,27323,2932491847,3789583708,0
planner_debate,2,15959036451,15959036451,27323,2936300918,3772512385,0
