workload,process,instances,host_ns_total,host_share_pct,host_ns_per_instance,gpu_ns_total,gpu_share_pct,cuda_api_ns_total,cuda_api_share_of_host_pct,kernel_launches,gpu_over_host_pct
planner_debate,inter_operator_dispatch,40905,1971174799,4.05,48189.1,17721198,0.2,116094888,5.9,13200,0.9
planner_debate,mir_operator:decode_layer00,1305,1696887261,3.49,1300296.8,273880913,3.11,389452833,23.0,74385,16.1
planner_debate,mir_operator:decode_layer01,1305,1625554026,3.34,1245635.3,274968238,3.12,376509771,23.2,74385,16.9
planner_debate,mir_operator:decode_layer02,1305,1612454245,3.31,1235597.1,274431241,3.11,376391979,23.3,74385,17.0
planner_debate,mir_operator:decode_layer07,1305,1602555380,3.29,1228011.8,272983374,3.1,376882217,23.5,74385,17.0
planner_debate,mir_operator:decode_layer06,1305,1601641087,3.29,1227311.2,273694782,3.1,374059582,23.4,74385,17.1
planner_debate,mir_operator:decode_layer03,1305,1600545415,3.29,1226471.6,274058547,3.11,375418618,23.5,74385,17.1
planner_debate,mir_operator:decode_layer15,1305,1599897096,3.29,1225974.8,273502753,3.1,373471666,23.3,74385,17.1
planner_debate,mir_operator:decode_layer21,1305,1599345638,3.29,1225552.2,272506595,3.09,378573690,23.7,74385,17.0
planner_debate,mir_operator:decode_layer05,1305,1598930210,3.29,1225233.9,272573859,3.09,373939016,23.4,74385,17.0
planner_debate,mir_operator:decode_layer20,1305,1598245366,3.28,1224709.1,273118107,3.1,373384234,23.4,74385,17.1
planner_debate,mir_operator:decode_layer09,1305,1597853745,3.28,1224409.0,274191925,3.11,373042773,23.3,74385,17.2
planner_debate,mir_operator:decode_layer12,1305,1597651566,3.28,1224254.1,273799120,3.11,373461197,23.4,74385,17.1
planner_debate,mir_operator:decode_layer04,1305,1597579625,3.28,1224198.9,273109977,3.1,372934736,23.3,74385,17.1
planner_debate,mir_operator:decode_layer10,1305,1597076348,3.28,1223813.3,273983304,3.11,373784467,23.4,74385,17.2
planner_debate,mir_operator:decode_layer22,1305,1597075860,3.28,1223812.9,273025978,3.1,373036410,23.4,74385,17.1
planner_debate,mir_operator:decode_layer24,1305,1596712986,3.28,1223534.9,272916404,3.1,373674328,23.4,74385,17.1
planner_debate,mir_operator:decode_layer18,1305,1596095260,3.28,1223061.5,273594375,3.1,373434018,23.4,74385,17.1
planner_debate,mir_operator:decode_layer14,1305,1595760759,3.28,1222805.2,272822201,3.09,373814511,23.4,74385,17.1
planner_debate,mir_operator:decode_layer11,1305,1595456776,3.28,1222572.2,273535635,3.1,372318995,23.3,74385,17.1
planner_debate,mir_operator:decode_layer26,1305,1595248456,3.28,1222412.6,274260762,3.11,373435589,23.4,74385,17.2
planner_debate,mir_operator:decode_layer08,1305,1594860886,3.28,1222115.6,274038533,3.11,372543511,23.4,74385,17.2
planner_debate,mir_operator:decode_layer27,1305,1594561674,3.28,1221886.3,272980241,3.1,373456873,23.4,74385,17.1
planner_debate,mir_operator:decode_layer13,1305,1594175604,3.28,1221590.5,272752068,3.09,373417094,23.4,74385,17.1
planner_debate,mir_operator:decode_layer23,1305,1593058940,3.27,1220734.8,273198691,3.1,372363932,23.4,74385,17.1
planner_debate,mir_operator:decode_layer16,1305,1592861384,3.27,1220583.4,273347368,3.1,372892958,23.4,74385,17.2
planner_debate,mir_operator:decode_layer17,1305,1592850363,3.27,1220575.0,274085422,3.11,373668611,23.5,74385,17.2
planner_debate,mir_operator:decode_layer19,1305,1591476082,3.27,1219521.9,274567756,3.11,372488405,23.4,74385,17.3
planner_debate,mir_operator:decode_layer25,1305,1591334677,3.27,1219413.5,273783297,3.11,373296780,23.5,74385,17.2
planner_debate,mir_operator:decode_sample,1305,808569823,1.66,619593.7,9948946,0.11,740247649,91.6,1305,1.2
planner_debate,mir_operator:decode_head,1305,322680876,0.66,247265.0,872050201,9.89,61705959,19.1,11745,270.3
planner_debate,mir_operator:decode_embed,1305,75410624,0.15,57785.9,2542065,0.03,16762014,22.2,1305,3.4
planner_debate,mir_operator:prefill_sample,15,28949448,0.06,1929963.2,128322,0.0,28206907,97.4,15,0.4
planner_debate,token_preprocess_cpu,15,25652503,0.05,1710166.9,0,0.0,0,0.0,0,0.0
planner_debate,mir_operator:prefill_layer00,15,23049141,0.05,1536609.4,7926261,0.09,5431606,23.6,861,34.4
planner_debate,mir_operator:prefill_layer01,15,20369511,0.04,1357967.4,8164409,0.09,4788770,23.5,861,40.1
planner_debate,mir_operator:prefill_layer22,15,20187488,0.04,1345832.5,8030207,0.09,4764782,23.6,861,39.8
planner_debate,mir_operator:prefill_layer02,15,20031654,0.04,1335443.6,8140089,0.09,4740921,23.7,861,40.6
planner_debate,mir_operator:prefill_layer03,15,19715496,0.04,1314366.4,8075504,0.09,4720206,23.9,861,41.0
planner_debate,mir_operator:prefill_layer21,15,19542067,0.04,1302804.5,7937009,0.09,4605716,23.6,861,40.6
planner_debate,mir_operator:prefill_layer17,15,19389559,0.04,1292637.3,7970365,0.09,4573020,23.6,861,41.1
planner_debate,mir_operator:prefill_layer18,15,19317336,0.04,1287822.4,7932149,0.09,4623710,23.9,861,41.1
planner_debate,mir_operator:prefill_layer20,15,19281049,0.04,1285403.3,7982007,0.09,4571301,23.7,861,41.4
planner_debate,mir_operator:prefill_layer15,15,19275499,0.04,1285033.3,8124310,0.09,4560051,23.7,861,42.1
planner_debate,mir_operator:prefill_layer27,15,19271540,0.04,1284769.3,7921998,0.09,4563444,23.7,861,41.1
planner_debate,mir_operator:prefill_layer05,15,19185751,0.04,1279050.1,8094549,0.09,4551365,23.7,861,42.2
planner_debate,mir_operator:prefill_layer14,15,19171181,0.04,1278078.7,8384090,0.1,4533721,23.6,861,43.7
planner_debate,mir_operator:prefill_layer24,15,19154820,0.04,1276988.0,8019090,0.09,4498030,23.5,861,41.9
planner_debate,mir_operator:prefill_layer13,15,19136209,0.04,1275747.3,8049777,0.09,4544549,23.7,861,42.1
planner_debate,mir_operator:prefill_layer07,15,19135531,0.04,1275702.1,8043985,0.09,4577598,23.9,861,42.0
planner_debate,mir_operator:prefill_layer04,15,19126332,0.04,1275088.8,8024079,0.09,4575508,23.9,861,42.0
planner_debate,mir_operator:prefill_layer25,15,19097629,0.04,1273175.3,8034609,0.09,4518602,23.7,861,42.1
planner_debate,mir_operator:prefill_layer23,15,19091560,0.04,1272770.7,7930159,0.09,4549946,23.8,861,41.5
planner_debate,mir_operator:prefill_layer06,15,19089559,0.04,1272637.3,7917043,0.09,4572605,24.0,861,41.5
planner_debate,mir_operator:prefill_layer26,15,19074065,0.04,1271604.3,8160568,0.09,4516878,23.7,861,42.8
