label,concurrent_requests,gpu_ns,gpu_share_pct,top_families
qwen3_a,1,411321365,5.36,gemv:94.0%;attention:1.6%;elementwise_other:1.3%;memcpy:1.0%
qwen3_a,2-3,1337141211,17.43,gemm:88.1%;attention:3.9%;gemv:3.2%;memcpy:1.1%
qwen3_a,4-7,3009301043,39.23,gemm:88.2%;attention:7.0%;copy:1.1%;memcpy:1.1%
qwen3_a,8-15,2673349361,34.85,gemm:78.3%;attention:17.0%;copy:1.2%;memcpy:1.0%
qwen3_a,16-31,250637818,3.27,gemm:62.7%;attention:33.3%;copy:1.2%;memcpy:0.8%
