target,process,expected_instances_per_iter,observed_instances_per_iter,template_absolute_host_ns,template_scaled_host_ns,observed_host_ns,abs_err_pct,scaled_err_pct,template_absolute_share_pct,observed_share_pct,template_gpu_ns,observed_gpu_ns,gpu_err_pct
react_moa_mcts,mir_operator:prefill_layer30,10,10.0,10714225.0,11049015.0,11275772.3,-5.0,-2.0,0.03,0.03,6613872.5,7052727.7,-6.2
react_moa_mcts,mir_operator:prefill_layer04,10,10.0,10671023.0,11004463.1,11357736.7,-6.0,-3.1,0.03,0.03,6551537.0,7111336.7,-7.9
react_moa_mcts,mir_operator:prefill_layer09,10,10.0,10413098.5,10738479.1,11276501.3,-7.7,-4.8,0.03,0.03,6550296.0,7059829.3,-7.2
react_moa_mcts,mir_operator:prefill_layer08,10,10.0,10387545.0,10712127.2,11348954.0,-8.5,-5.6,0.03,0.03,6592801.0,7124029.7,-7.5
react_moa_mcts,pre_d2h_alloc,10,10.0,3289603.0,3392394.0,3812564.0,-13.7,-11.0,0.01,0.01,7376.0,8139.3,-9.4
react_moa_mcts,mir_operator:prefill_head,10,10.0,2754145.5,2840205.0,2867277.3,-3.9,-0.9,0.01,0.01,18760030.0,22462017.3,-16.5
react_moa_mcts,weight_init,10,10.0,2077352.5,2142264.0,1920691.3,8.2,11.5,0.01,0.01,0.0,0.0,
react_moa_mcts,d2h_stage,10,10.0,1501895.5,1548825.6,1376255.0,9.1,12.5,0.0,0.0,9296.0,11371.0,-18.2
react_moa_mcts,host_input_generate,10,10.0,1396684.0,1440326.5,1416468.7,-1.4,1.7,0.0,0.0,0.0,0.0,
react_moa_mcts,h2d_stage,10,10.0,1106877.5,1141464.4,1163771.7,-4.9,-1.9,0.0,0.0,4960.0,4928.3,0.6
react_moa_mcts,mir_operator:prefill_embed,10,10.0,1008414.5,1039924.7,937984.3,7.5,10.9,0.0,0.0,23488.0,31595.0,-25.7
react_moa_mcts,dag_schedule_gap,11,11.0,879021.0,906488.0,1988259.3,-55.8,-54.4,0.0,0.01,0.0,0.0,
react_moa_mcts,checksum_complete,10,10.0,469204.0,483865.3,472149.7,-0.6,2.5,0.0,0.0,0.0,0.0,
react_moa_mcts,agent_tool_execute_cpu,1,1.0,359435.5,370666.9,429050.7,-16.2,-13.6,0.0,0.0,0.0,0.0,
react_moa_mcts,iteration_tail_sync,1,1.0,158065.5,163004.6,157372.3,0.4,3.6,0.0,0.0,0.0,0.0,
react_moa_mcts,adapter_dispatch,10,10.0,51362.5,52967.4,51858.0,-1.0,2.1,0.0,0.0,0.0,0.0,
