label,concurrent_requests,gpu_ns,gpu_share_pct,top_families
qwenvl_r02,1,387437371,3.67,gemv:92.6%;attention:2.2%;memcpy:1.4%;elementwise_other:1.3%
qwenvl_r02,2-3,1252576873,11.85,gemm:85.8%;attention:5.5%;gemv:3.1%;memcpy:1.5%
qwenvl_r02,4-7,3055396310,28.91,gemm:85.3%;attention:9.1%;memcpy:1.4%;copy:1.3%
qwenvl_r02,8-15,4714937009,44.61,gemm:72.1%;attention:22.6%;copy:1.3%;memcpy:1.3%
qwenvl_r02,16-31,1172073154,11.09,gemm:62.6%;attention:32.7%;copy:1.3%;memcpy:1.1%
