lineage,workload,iteration,gap_start_rel_us,gap_ns,next_gpu_item,host_processes_covering_gap
scaled,react_moa_mcts_x3_L,6,44677868.9,114794115,moa-map1#r2:h2d_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,44794114.0,193903,moa-map1#r2:weight_init:rng_init,
scaled,react_moa_mcts_x3_L,6,44794361.5,50993,moa-map1#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,44800731.7,143648,moa-map1#r2:mir_operator:RMSNormOp:elementwise_unary,
scaled,react_moa_mcts_x3_L,6,44810566.4,137807,moa-map1#r2:mir_operator:AddOp:elementwise_binary,
scaled,react_moa_mcts_x3_L,6,44811327.2,77660,moa-map1#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,44827322.4,142459,moa-map1#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,44827465.7,20568,moa-map1#r2:mir_operator:LinearOp:gemm,
scaled,react_moa_mcts_x3_L,6,44853418.6,200776,moa-map1#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,44853620.2,31768,moa-map1#r2:mir_operator:LinearOp:gemm,
scaled,react_moa_mcts_x3_L,6,44879311.6,116288,moa-map1#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,44906368.9,266381,moa-map1#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,44913926.3,89491,moa-map1#r2:d2h_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,44915451.8,113964178,moa-map2#r2:h2d_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45030794.7,188757,moa-map2#r2:weight_init:rng_init,
scaled,react_moa_mcts_x3_L,6,45031036.3,56996,moa-map2#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45047072.6,104467,moa-map2#r2:mir_operator:AddOp:elementwise_binary,
scaled,react_moa_mcts_x3_L,6,45047803.9,74661,moa-map2#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45063811.4,143807,moa-map2#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45063956.0,20800,moa-map2#r2:mir_operator:LinearOp:gemm,
scaled,react_moa_mcts_x3_L,6,45089927.7,97563,moa-map2#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45116706.5,154549,moa-map2#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45144296.7,287949,moa-map2#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,45148805.9,153583,moa-map2#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,45152152.5,85647,moa-map2#r2:d2h_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45153686.7,113594971,mcts-root#r2:h2d_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45268647.8,179096,mcts-root#r2:weight_init:rng_init,
scaled,react_moa_mcts_x3_L,6,45268880.1,37841,mcts-root#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45285258.3,115251,mcts-root#r2:mir_operator:AddOp:elementwise_binary,
scaled,react_moa_mcts_x3_L,6,45285995.4,84128,mcts-root#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45302036.7,136846,mcts-root#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45328070.0,98312,mcts-root#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45354191.7,102835,mcts-root#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45380397.7,275836,mcts-root#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,45387733.8,94347,mcts-root#r2:d2h_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45389256.7,113963434,mcts-actor0#r2:h2d_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45504605.5,196733,mcts-actor0#r2:weight_init:rng_init,
scaled,react_moa_mcts_x3_L,6,45504855.7,41921,mcts-actor0#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45520871.3,88711,mcts-actor0#r2:mir_operator:AddOp:elementwise_binary,
scaled,react_moa_mcts_x3_L,6,45521581.5,69569,mcts-actor0#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45538085.7,138319,mcts-actor0#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45563866.0,84920,mcts-actor0#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45590753.9,74485,mcts-actor0#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45618063.4,301477,mcts-actor0#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,45625606.4,91839,mcts-actor0#r2:d2h_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45627151.3,115662391,mcts-actor1#r2:h2d_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45744200.2,200781,mcts-actor1#r2:weight_init:rng_init,
scaled,react_moa_mcts_x3_L,6,45744454.5,65148,mcts-actor1#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45760863.0,100900,mcts-actor1#r2:mir_operator:AddOp:elementwise_binary,
scaled,react_moa_mcts_x3_L,6,45761584.3,78140,mcts-actor1#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45777584.6,134363,mcts-actor1#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45803987.1,110447,mcts-actor1#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45830382.1,85369,mcts-actor1#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,45857387.2,293448,mcts-actor1#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,45864905.7,97003,mcts-actor1#r2:d2h_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45866487.6,113359384,moa-reduce#r2:h2d_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,45981243.8,199241,moa-reduce#r2:weight_init:rng_init,
scaled,react_moa_mcts_x3_L,6,45981496.7,43197,moa-reduce#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,45997524.8,115242,moa-reduce#r2:mir_operator:AddOp:elementwise_binary,
scaled,react_moa_mcts_x3_L,6,45998266.5,74272,moa-reduce#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,46014272.0,135151,moa-reduce#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,46014408.0,20600,moa-reduce#r2:mir_operator:LinearOp:gemm,
scaled,react_moa_mcts_x3_L,6,46040687.3,84732,moa-reduce#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,46066462.5,92868,moa-reduce#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,46093243.2,298554,moa-reduce#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,46101257.9,85351,moa-reduce#r2:d2h_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,46102768.2,85140146,react-answer#r2:h2d_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,46188953.2,182435,react-answer#r2:weight_init:rng_init,
scaled,react_moa_mcts_x3_L,6,46189176.1,46600,react-answer#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,46198548.4,107958,react-answer#r2:mir_operator:AddOp:elementwise_binary,
scaled,react_moa_mcts_x3_L,6,46199158.5,87389,react-answer#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,46208983.6,159626,react-answer#r2:mir_operator:LinearOp:gemm,
scaled,react_moa_mcts_x3_L,6,46228677.2,77546,react-answer#r2:mir_operator:LinearOp:gemm,
scaled,react_moa_mcts_x3_L,6,46248742.1,150802,react-answer#r2:mir_operator:LinearOp:gemm,
scaled,react_moa_mcts_x3_L,6,46268501.7,255282,react-answer#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,46274324.0,90049,react-answer#r2:d2h_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,46275515.7,110191305,mcts-critic#r2:h2d_stage:memcpy,
scaled,react_moa_mcts_x3_L,6,46387086.9,164173,mcts-critic#r2:weight_init:rng_init,
scaled,react_moa_mcts_x3_L,6,46403283.5,87967,mcts-critic#r2:mir_operator:AddOp:elementwise_binary,
scaled,react_moa_mcts_x3_L,6,46403998.4,63036,mcts-critic#r2:mir_operator:RMSNormOp:copy,
scaled,react_moa_mcts_x3_L,6,46416666.3,145226,mcts-critic#r2:mir_operator:RMSNormOp:elementwise_unary,
scaled,react_moa_mcts_x3_L,6,46420188.8,116886,mcts-critic#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,46445894.0,78915,mcts-critic#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,46471993.7,71792,mcts-critic#r2:mir_operator:LinearOp:memset,
scaled,react_moa_mcts_x3_L,6,46497790.8,276683,mcts-critic#r2:mir_operator:TransposeOp:copy,
scaled,react_moa_mcts_x3_L,6,46505327.8,89719,mcts-critic#r2:d2h_stage:memcpy,
