lineage,workload,process,iteration,call_id,op_index,host_ns,median_ns,threshold_ns,excess_ns,classification,cuda_api_top,gpu_work_ns
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,3,moa-map1#r0,,30864,11816.0,24029,19048,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,3,moa-map2#r0,,24136,11816.0,24029,12320,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,3,mcts-root#r0,,24446,11816.0,24029,12630,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,3,moa-reduce#r0,,24845,11816.0,24029,13029,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,3,moa-reduce#r1,,27405,11816.0,24029,15589,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,3,mcts-critic#r1,,29226,11816.0,24029,17410,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,3,moa-reduce#r2,,30275,11816.0,24029,18459,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,3,mcts-critic#r2,,25594,11816.0,24029,13778,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-root#r0,,32009,11816.0,24029,20193,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-root#r0,,36072,11816.0,24029,24256,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-root#r0,,36675,11816.0,24029,24859,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor0#r0,,29863,11816.0,24029,18047,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor0#r0,,33982,11816.0,24029,22166,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor0#r0,,33832,11816.0,24029,22016,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor1#r0,,29225,11816.0,24029,17409,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor1#r0,,37733,11816.0,24029,25917,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-reduce#r0,,39215,11816.0,24029,27399,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-reduce#r0,,25778,11816.0,24029,13962,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-critic#r0,,25329,11816.0,24029,13513,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map2#r1,,25495,11816.0,24029,13679,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-root#r1,,35510,11816.0,24029,23694,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-root#r1,,29533,11816.0,24029,17717,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor1#r1,,30423,11816.0,24029,18607,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor1#r1,,28215,11816.0,24029,16399,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-reduce#r1,,24916,11816.0,24029,13100,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,react-answer#r1,,24850,11816.0,24029,13034,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-critic#r1,,25640,11816.0,24029,13824,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map0#r2,,29188,11816.0,24029,17372,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map0#r2,,24254,11816.0,24029,12438,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map0#r2,,28001,11816.0,24029,16185,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map1#r2,,24379,11816.0,24029,12563,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map1#r2,,25184,11816.0,24029,13368,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map1#r2,,25008,11816.0,24029,13192,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map2#r2,,27159,11816.0,24029,15343,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-map2#r2,,25683,11816.0,24029,13867,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-root#r2,,24429,11816.0,24029,12613,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-root#r2,,24869,11816.0,24029,13053,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor0#r2,,24271,11816.0,24029,12455,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor1#r2,,24863,11816.0,24029,13047,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor1#r2,,29423,11816.0,24029,17607,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-actor1#r2,,31868,11816.0,24029,20052,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-reduce#r2,,28517,11816.0,24029,16701,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,moa-reduce#r2,,42310,11816.0,24029,30494,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,4,mcts-critic#r2,,30970,11816.0,24029,19154,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,react-plan#r0,,26230,11816.0,24029,14414,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,moa-map0#r0,,27320,11816.0,24029,15504,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,moa-map1#r0,,24534,11816.0,24029,12718,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,mcts-actor0#r0,,31864,11816.0,24029,20048,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,moa-map2#r1,,31983,11816.0,24029,20167,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,mcts-root#r1,,29169,11816.0,24029,17353,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,mcts-actor0#r1,,24378,11816.0,24029,12562,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,mcts-actor0#r1,,26935,11816.0,24029,15119,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,mcts-actor1#r1,,36474,11816.0,24029,24658,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,moa-map1#r2,,24375,11816.0,24029,12559,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,moa-map1#r2,,26648,11816.0,24029,14832,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,moa-map2#r2,,26499,11816.0,24029,14683,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,mcts-root#r2,,26932,11816.0,24029,15116,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,5,moa-reduce#r2,,25246,11816.0,24029,13430,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,6,mcts-actor0#r0,,25261,11816.0,24029,13445,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,6,mcts-critic#r0,,30981,11816.0,24029,19165,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,6,moa-map0#r1,,26946,11816.0,24029,15130,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,6,moa-map1#r2,,27103,11816.0,24029,15287,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,6,moa-map1#r2,,26340,11816.0,24029,14524,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,6,mcts-actor0#r2,,24542,11816.0,24029,12726,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,7,moa-map2#r2,,35599,11816.0,24029,23783,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,7,moa-reduce#r2,,25830,11816.0,24029,14014,sporadic,,0
scaled,react_moa_mcts_x3_L,inter_operator_dispatch,7,moa-reduce#r2,,25158,11816.0,24029,13342,sporadic,,0
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,0,moa-map1#r0,7,813240,699171.5,738954,114068,warm_or_first_iteration,cudaEventSynchronize,701674
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,0,mcts-actor1#r1,7,740234,699171.5,738954,41062,warm_or_first_iteration,cudaLaunchKernel,608782
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,0,moa-map2#r2,7,773945,699171.5,738954,74774,warm_or_first_iteration,cudaEventSynchronize,622895
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,0,mcts-root#r2,7,772416,699171.5,738954,73244,warm_or_first_iteration,cudaEventSynchronize,622637
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,0,mcts-critic#r2,7,822897,699171.5,738954,123726,warm_or_first_iteration,cudaEventSynchronize,725066
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,1,react-plan#r1,7,872547,699171.5,738954,173376,sporadic,cudaLaunchKernel,324983
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,1,mcts-actor1#r1,7,741065,699171.5,738954,41894,sporadic,cudaEventSynchronize,648653
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,1,mcts-critic#r1,7,774105,699171.5,738954,74934,sporadic,cudaEventSynchronize,621709
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,1,mcts-actor0#r2,7,759216,699171.5,738954,60044,sporadic,cudaEventSynchronize,646476
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,1,mcts-critic#r2,7,768420,699171.5,738954,69248,sporadic,cudaLaunchKernel,645324
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,2,moa-map0#r1,7,755952,699171.5,738954,56780,sporadic,cudaEventSynchronize,625838
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,2,moa-map2#r1,7,745035,699171.5,738954,45864,sporadic,cudaEventSynchronize,645708
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,2,moa-map2#r2,7,759920,699171.5,738954,60748,sporadic,cudaEventSynchronize,623692
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,2,mcts-actor1#r2,7,831333,699171.5,738954,132162,sporadic,cudaEventSynchronize,724620
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,3,moa-map1#r0,7,743383,699171.5,738954,44212,sporadic,cudaEventSynchronize,644845
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,3,mcts-actor0#r0,7,756430,699171.5,738954,57258,sporadic,cudaEventSynchronize,625037
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,3,mcts-actor0#r1,7,741156,699171.5,738954,41984,sporadic,cudaLaunchKernel,644364
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,3,moa-reduce#r1,7,755681,699171.5,738954,56510,sporadic,cudaEventSynchronize,624748
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,3,moa-map0#r2,7,768884,699171.5,738954,69712,sporadic,cudaEventSynchronize,624013
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,4,moa-map2#r0,7,755797,699171.5,738954,56626,sporadic,cudaLaunchKernel,646413
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,4,mcts-root#r0,7,1072696,699171.5,738954,373524,sporadic,cudaLaunchKernel,606862
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,4,mcts-actor0#r0,7,753990,699171.5,738954,54818,sporadic,cudaEventSynchronize,623373
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,4,moa-reduce#r1,7,745852,699171.5,738954,46680,sporadic,cudaLaunchKernel,644492
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,4,moa-map0#r2,7,850761,699171.5,738954,151590,sporadic,cudaEventSynchronize,734186
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,4,mcts-root#r2,7,744223,699171.5,738954,45052,sporadic,cudaLaunchKernel,601584
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,4,mcts-actor1#r2,7,766842,699171.5,738954,67670,sporadic,cudaLaunchKernel,626828
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,4,moa-reduce#r2,7,744865,699171.5,738954,45694,sporadic,cudaLaunchKernel,603150
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,5,moa-map1#r0,7,749739,699171.5,738954,50568,sporadic,cudaLaunchKernel,607119
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,5,mcts-root#r1,7,1121713,699171.5,738954,422542,sporadic,cudaEventRecord,604175
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,5,mcts-actor1#r2,7,756339,699171.5,738954,57168,sporadic,cudaLaunchKernel,648749
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,6,mcts-actor0#r0,7,757490,699171.5,738954,58318,sporadic,cudaEventSynchronize,621998
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,6,moa-map0#r1,7,765490,699171.5,738954,66318,sporadic,cudaLaunchKernel,622093
scaled,react_moa_mcts_x3_L,mir_operator:AddOp,7,moa-map2#r0,7,766022,699171.5,738954,66850,sporadic,cudaEventSynchronize,621486
scaled,react_moa_mcts_x3_L,mir_operator:LinearOp,2,mcts-root#r1,12,27894652,26101723.0,27678114,1792929,sporadic,cudaEventSynchronize,27759842
scaled,react_moa_mcts_x3_L,mir_operator:LinearOp,3,mcts-actor0#r1,12,27839362,26101723.0,27678114,1737639,sporadic,cudaEventSynchronize,27704805
scaled,react_moa_mcts_x3_L,mir_operator:LinearOp,6,moa-map1#r1,12,27698980,26101723.0,27678114,1597257,sporadic,cudaEventSynchronize,27557457
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,0,mcts-critic#r0,13,177715,151185.0,175857,26530,warm_or_first_iteration,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,0,mcts-actor0#r1,13,239417,151185.0,175857,88232,warm_or_first_iteration,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,0,moa-reduce#r2,13,393830,151185.0,175857,242645,warm_or_first_iteration,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,1,moa-map2#r0,13,190892,151185.0,175857,39707,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,1,mcts-actor1#r0,13,231850,151185.0,175857,80665,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,1,react-plan#r1,13,234077,151185.0,175857,82892,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,3,moa-map1#r1,13,195321,151185.0,175857,44136,sporadic,cudaEventSynchronize,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,3,moa-reduce#r2,13,187701,151185.0,175857,36516,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,4,moa-map1#r0,13,180129,151185.0,175857,28944,sporadic,cudaEventSynchronize,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,4,mcts-root#r0,13,197008,151185.0,175857,45823,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,4,mcts-actor0#r0,13,224187,151185.0,175857,73002,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,4,mcts-actor1#r0,13,341564,151185.0,175857,190379,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,4,mcts-root#r2,13,183080,151185.0,175857,31895,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,4,mcts-actor1#r2,13,182102,151185.0,175857,30917,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,4,moa-reduce#r2,13,314923,151185.0,175857,163738,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,4,mcts-critic#r2,13,204038,151185.0,175857,52853,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,5,moa-map2#r1,13,280507,151185.0,175857,129322,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,5,mcts-root#r1,13,207670,151185.0,175857,56485,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,5,mcts-actor0#r1,13,187452,151185.0,175857,36267,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,5,moa-map2#r2,13,176158,151185.0,175857,24973,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:ViewOp,7,moa-reduce#r2,13,178685,151185.0,175857,27500,sporadic,cudaEventRecord,0
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,0,moa-map1#r0,14,7771783,7347366.5,7714735,424416,warm_or_first_iteration,cudaEventSynchronize,7637337
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,0,mcts-critic#r0,14,7893055,7347366.5,7714735,545688,warm_or_first_iteration,cudaEventSynchronize,7740886
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,0,moa-map0#r2,14,7813203,7347366.5,7714735,465836,warm_or_first_iteration,cudaEventSynchronize,7704312
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,0,moa-map1#r2,14,7735716,7347366.5,7714735,388350,warm_or_first_iteration,cudaEventSynchronize,7629369
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,0,moa-map2#r2,14,7800053,7347366.5,7714735,452686,warm_or_first_iteration,cudaEventSynchronize,7694328
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,0,mcts-root#r2,14,7790306,7347366.5,7714735,442940,warm_or_first_iteration,cudaEventSynchronize,7680856
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,0,mcts-actor0#r2,14,7782810,7347366.5,7714735,435444,warm_or_first_iteration,cudaEventSynchronize,7656153
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,0,mcts-critic#r2,14,7812862,7347366.5,7714735,465496,warm_or_first_iteration,cudaEventSynchronize,7695129
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,1,moa-map0#r1,14,7819699,7347366.5,7714735,472332,sporadic,cudaEventSynchronize,7681274
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,1,mcts-critic#r1,14,7752186,7347366.5,7714735,404820,sporadic,cudaEventSynchronize,7633692
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,1,moa-map0#r2,14,7807307,7347366.5,7714735,459940,sporadic,cudaEventSynchronize,7681914
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,2,moa-map1#r0,14,7812300,7347366.5,7714735,464934,sporadic,cudaEventSynchronize,7684281
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,2,moa-map0#r1,14,7806071,7347366.5,7714735,458704,sporadic,cudaEventSynchronize,7665594
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,2,mcts-actor0#r2,14,7867477,7347366.5,7714735,520110,sporadic,cudaEventSynchronize,7732986
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,2,mcts-actor1#r2,14,7815474,7347366.5,7714735,468108,sporadic,cudaEventSynchronize,7681883
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,3,moa-map2#r0,14,7787877,7347366.5,7714735,440510,sporadic,cudaEventSynchronize,7647068
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,3,mcts-actor1#r0,14,7786571,7347366.5,7714735,439204,sporadic,cudaEventSynchronize,7671483
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,3,moa-map1#r1,14,7753174,7347366.5,7714735,405808,sporadic,cudaEventSynchronize,7612382
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,3,mcts-critic#r1,14,7896413,7347366.5,7714735,549046,sporadic,cudaEventSynchronize,7761849
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,4,mcts-actor0#r0,14,7859654,7347366.5,7714735,512288,sporadic,cudaEventSynchronize,7690810
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,4,mcts-actor1#r1,14,7799412,7347366.5,7714735,452046,sporadic,cudaEventSynchronize,7650365
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,4,mcts-critic#r1,14,7871394,7347366.5,7714735,524028,sporadic,cudaEventSynchronize,7743578
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,4,moa-map2#r2,14,7759361,7347366.5,7714735,411994,sporadic,cudaEventSynchronize,7619645
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,5,mcts-root#r0,14,7889337,7347366.5,7714735,541970,sporadic,cudaEventSynchronize,7766328
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,6,moa-map0#r1,14,7790049,7347366.5,7714735,442682,sporadic,cudaEventSynchronize,7663708
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,6,mcts-critic#r1,14,7862404,7347366.5,7714735,515038,sporadic,cudaEventSynchronize,7738621
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,6,moa-reduce#r2,14,7824100,7347366.5,7714735,476734,sporadic,cudaEventSynchronize,7695292
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,7,moa-map0#r0,14,7806629,7347366.5,7714735,459262,sporadic,cudaEventSynchronize,7703707
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,7,moa-map1#r0,14,7804288,7347366.5,7714735,456922,sporadic,cudaEventSynchronize,7703739
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,7,moa-map2#r0,14,7793525,7347366.5,7714735,446158,sporadic,cudaEventSynchronize,7666428
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,7,mcts-root#r1,14,7833019,7347366.5,7714735,485652,sporadic,cudaEventSynchronize,7696060
scaled,react_moa_mcts_x3_L,mir_operator:TransposeOp,7,mcts-root#r2,14,7921913,7347366.5,7714735,574546,sporadic,cudaEventSynchronize,7789722
scaled,react_moa_mcts_x3_L,pre_d2h_alloc,4,moa-reduce#r2,,41043,19574.0,36428,21469,sporadic,,0
scaled,react_moa_mcts_x3_L,pre_d2h_alloc,5,moa-map1#r1,,41206,19574.0,36428,21632,sporadic,,0
scaled,react_moa_mcts_x3_L,pre_d2h_alloc,5,moa-map2#r1,,37729,19574.0,36428,18155,sporadic,,0
scaled,react_moa_mcts_x3_L,pre_d2h_alloc,7,mcts-root#r1,,37044,19574.0,36428,17470,sporadic,,0
scaled,react_moa_mcts_x3_L,pre_d2h_alloc,7,moa-reduce#r2,,50747,19574.0,36428,31173,sporadic,,0
scaled,react_moa_mcts_x3_L,pre_d2h_alloc,7,react-answer#r2,,40208,19574.0,36428,20634,sporadic,cudaEventCreateWithFlags,0
scaled,react_moa_mcts_x3_L,pre_d2h_alloc,7,mcts-critic#r2,,39162,19574.0,36428,19588,sporadic,cudaEventCreateWithFlags,0
scaled,react_moa_mcts_x3_L,d2h_stage,0,moa-map0#r0,,1698672,1492685.0,1580651,205987,warm_or_first_iteration,cudaEventSynchronize,1644110
scaled,react_moa_mcts_x3_L,d2h_stage,0,moa-reduce#r1,,1699280,1492685.0,1580651,206595,warm_or_first_iteration,cudaEventSynchronize,1646542
scaled,react_moa_mcts_x3_L,d2h_stage,1,mcts-root#r1,,1737489,1492685.0,1580651,244804,sporadic,cudaEventSynchronize,1678798
scaled,react_moa_mcts_x3_L,d2h_stage,1,mcts-actor1#r2,,1706759,1492685.0,1580651,214074,sporadic,cudaEventSynchronize,1651407
scaled,react_moa_mcts_x3_L,d2h_stage,2,moa-map2#r0,,1589996,1492685.0,1580651,97311,sporadic,cudaEventSynchronize,1531794
scaled,react_moa_mcts_x3_L,d2h_stage,2,moa-map1#r1,,1683652,1492685.0,1580651,190967,sporadic,cudaEventSynchronize,1629327
scaled,react_moa_mcts_x3_L,d2h_stage,3,mcts-actor1#r2,,1580978,1492685.0,1580651,88293,sporadic,cudaEventSynchronize,1521811
scaled,react_moa_mcts_x3_L,d2h_stage,3,moa-reduce#r2,,1603579,1492685.0,1580651,110894,sporadic,cudaEventSynchronize,1542387
scaled,react_moa_mcts_x3_L,d2h_stage,4,moa-reduce#r0,,1629688,1492685.0,1580651,137003,sporadic,cudaEventSynchronize,1570705
scaled,react_moa_mcts_x3_L,d2h_stage,4,moa-map0#r1,,1590932,1492685.0,1580651,98247,sporadic,cudaEventSynchronize,1525554
scaled,react_moa_mcts_x3_L,d2h_stage,4,moa-map1#r1,,1616701,1492685.0,1580651,124016,sporadic,cudaEventSynchronize,1548274
scaled,react_moa_mcts_x3_L,d2h_stage,4,moa-reduce#r1,,1627174,1492685.0,1580651,134489,sporadic,cudaEventSynchronize,1566353
scaled,react_moa_mcts_x3_L,d2h_stage,4,mcts-actor0#r2,,1608607,1492685.0,1580651,115922,sporadic,cudaEventSynchronize,1548082
scaled,react_moa_mcts_x3_L,d2h_stage,4,mcts-actor1#r2,,1628067,1492685.0,1580651,135382,sporadic,cudaEventSynchronize,1522963
scaled,react_moa_mcts_x3_L,d2h_stage,4,moa-reduce#r2,,1619767,1492685.0,1580651,127082,sporadic,cudaEventSynchronize,1500787
scaled,react_moa_mcts_x3_L,d2h_stage,5,moa-map2#r0,,1685134,1492685.0,1580651,192449,sporadic,cudaEventSynchronize,1622544
scaled,react_moa_mcts_x3_L,d2h_stage,5,mcts-actor1#r0,,1588334,1492685.0,1580651,95649,sporadic,cudaEventSynchronize,1535666
scaled,react_moa_mcts_x3_L,d2h_stage,5,moa-reduce#r0,,1747329,1492685.0,1580651,254644,sporadic,cudaEventSynchronize,1690478
scaled,react_moa_mcts_x3_L,d2h_stage,5,mcts-critic#r2,,1588712,1492685.0,1580651,96027,sporadic,cudaEventSynchronize,1451893
scaled,react_moa_mcts_x3_L,d2h_stage,6,mcts-root#r0,,1732653,1492685.0,1580651,239968,sporadic,cudaEventSynchronize,1676398
scaled,react_moa_mcts_x3_L,d2h_stage,6,moa-map2#r1,,1821276,1492685.0,1580651,328591,sporadic,cudaEventSynchronize,1756812
scaled,react_moa_mcts_x3_L,checksum_complete,1,moa-map0#r0,,94629,82283.5,93100,12346,sporadic,cudaEventDestroy,0
scaled,react_moa_mcts_x3_L,checksum_complete,1,moa-map2#r0,,100068,82283.5,93100,17784,sporadic,cudaEventDestroy,0
scaled,react_moa_mcts_x3_L,checksum_complete,1,mcts-actor1#r0,,104616,82283.5,93100,22332,sporadic,cudaEventDestroy,0
scaled,react_moa_mcts_x3_L,checksum_complete,1,react-plan#r1,,96612,82283.5,93100,14328,sporadic,cudaEventDestroy,0
scaled,react_moa_mcts_x3_L,checksum_complete,3,moa-map1#r0,,93852,82283.5,93100,11568,sporadic,cudaEventDestroy,0
scaled,react_moa_mcts_x3_L,checksum_complete,3,mcts-actor0#r1,,93301,82283.5,93100,11018,sporadic,cudaEventDestroy,0
scaled,react_moa_mcts_x3_L,checksum_complete,3,mcts-actor1#r2,,106210,82283.5,93100,23926,sporadic,cudaEventDestroy,0
scaled,react_moa_mcts_x3_L,checksum_complete,4,moa-map2#r0,,95013,82283.5,93100,12730,sporadic,cudaEventDestroy,0
