workload,iteration,wall_ns,segment_sum_ns,segments,gpu_work_ns,cuda_api_ns,conservation_err_ns
react_moa_mcts,0,29411549142,29411549142,53403,5749856158,7177868938,0
react_moa_mcts,1,29411082384,29411082384,53403,5760131535,7191657988,0
react_moa_mcts,2,29720180041,29720180041,53403,5757573075,7251199882,0
