workload,family,instances,gpu_ns_total,gpu_share_pct
planner_debate_L,gemm,3840,2855280210.0,66.18
planner_debate_L,copy,6400,647866050.0,15.02
planner_debate_L,elementwise_binary,6440,315637707.0,7.32
planner_debate_L,elementwise_unary,5120,308146505.0,7.14
planner_debate_L,memcpy,80,104791085.0,2.43
planner_debate_L,reduce,2560,78865072.0,1.83
planner_debate_L,memset,2304,2868757.0,0.07
planner_debate_L,rng_init,40,1176470.0,0.03
