workload,phase,iteration,call_id,op_index,op_type,engine,attribution_basis,nvtx_cpu_ns,nvtx_start,gpu_work_ns,kernel_ns,memcpy_memset_ns,kernel_count,memcpy_memset_count,launch_to_gpu_start_ns,gpu_span_ns,kernel_families,kernel_names
react_moa_mcts_x3_L,measured,0,react-plan#r0,,call_overhead,,gap_before_operator,,,804616,29919,774697,2,1,21961,954435,elementwise_binary|memcpy|rng_init,"memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,moa-map0#r0,,call_overhead,,gap_before_operator,,,2265372,52254,2213118,2,2,10388,113696392,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,moa-map1#r0,,call_overhead,,gap_before_operator,,,3072451,52639,3019812,2,2,18648,117648496,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,moa-map2#r0,,call_overhead,,gap_before_operator,,,2876041,52574,2823467,2,2,17650,116248122,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,mcts-root#r0,,call_overhead,,gap_before_operator,,,2871529,52863,2818666,2,2,19160,115203834,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,mcts-actor0#r0,,call_overhead,,gap_before_operator,,,2867177,53054,2814123,2,2,18582,114045317,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,mcts-actor1#r0,,call_overhead,,gap_before_operator,,,2877161,52351,2824810,2,2,18580,113184639,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,moa-reduce#r0,,call_overhead,,gap_before_operator,,,2864841,52926,2811915,2,2,18925,117663095,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,react-answer#r0,,call_overhead,,gap_before_operator,,,2522834,39774,2483060,2,2,18835,87290542,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
react_moa_mcts_x3_L,measured,0,mcts-critic#r0,,call_overhead,,gap_before_operator,,,2538707,51486,2487221,2,2,19238,110673227,elementwise_binary|memcpy|rng_init,"memcpy_Device-to-Host|memcpy_Host-to-Device|void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (|void at::native::vectorized_elementwise_kernel<(int)8, at::native::BUnaryFunctor"
