workload,iteration,wall_ns,segment_sum_ns,segments,gpu_work_ns,cuda_api_ns,conservation_err_ns
react_moa_mcts_x3_L,0,6504168494,6504168494,727,3327587330,3165267547,0
react_moa_mcts_x3_L,1,6610736458,6610736458,727,3325457243,3153195103,0
react_moa_mcts_x3_L,2,6595384186,6595384186,727,3325939374,3155694038,0
react_moa_mcts_x3_L,3,6605965896,6605965896,727,3323494726,3151168362,0
react_moa_mcts_x3_L,4,6889112891,6889112891,727,3321194748,3145897512,0
react_moa_mcts_x3_L,5,6694798132,6694798132,727,3326593389,3153934364,0
react_moa_mcts_x3_L,6,6606114832,6606114832,727,3325400476,3154696528,0
react_moa_mcts_x3_L,7,6522214492,6522214492,727,3311403415,3146679909,0
