workload,phase,iteration,call_id,call_kind,process,op_index,op_type,engine,basis,start,end,host_ns,gpu_work_ns,gpu_busy_union_ns,kernel_launches,memcpy_memset,cuda_api_ns,cuda_api_calls,cuda_api_top,host_minus_api_ns,kernel_families
react_moa_mcts_x3_L,measured,0,,dag,dag_schedule_gap,,,,gap_between_markers,22790642525,22790657073,14548,0,0,0,0,0,0,,14548,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,adapter_dispatch,,,,gap_between_markers,22790657073,22791573165,916092,0,0,0,0,0,0,,916092,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,token_preprocess_cpu,,,,host_event,22791573165,22791966661,393496,0,0,0,0,0,0,,393496,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,host_input_generate,,,,gap_between_markers,22791966661,22855875172,63908511,0,0,0,0,7261,2,cudaEventQuery,63901250,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,h2d_stage,,,,host_event,22855875172,22856743453,868281,774697,774697,0,1,798787,6,cudaEventSynchronize,69494,memcpy
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,weight_init,,,,gap_between_markers,22856743453,22856884045,140592,29919,29919,2,0,29873,7,cudaLaunchKernel,110719,elementwise_binary|rng_init
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,mir_operator:RMSNormOp,6,RMSNormOp,ve,nvtx_range,22856884045,22861159405,4275360,4046598,4046598,224,0,2308750,231,cudaEventSynchronize,1966610,copy|elementwise_binary|elementwise_unary|reduce
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,inter_operator_dispatch,,,,gap_between_markers,22861159405,22861171153,11748,0,0,0,0,0,0,,11748,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,mir_operator:AddOp,7,AddOp,ve,nvtx_range,22861171153,22861690483,519330,326647,326647,32,0,156469,39,cudaLaunchKernel,362861,elementwise_binary
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,inter_operator_dispatch,,,,gap_between_markers,22861690483,22861699177,8694,0,0,0,0,0,0,,8694,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,mir_operator:RMSNormOp,8,RMSNormOp,ve,nvtx_range,22861699177,22865926941,4227764,4022536,4022536,224,0,2365699,231,cudaEventSynchronize,1862065,copy|elementwise_binary|elementwise_unary|reduce
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,inter_operator_dispatch,,,,gap_between_markers,22865926941,22865936927,9986,0,0,0,0,0,0,,9986,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,mir_operator:LinearOp,10,LinearOp,me,nvtx_range,22865936927,22877561255,11624328,11496646,11496646,32,0,11049688,39,cudaEventSynchronize,574640,gemm
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,inter_operator_dispatch,,,,gap_between_markers,22877561255,22877570469,9214,0,0,0,0,0,0,,9214,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,mir_operator:LinearOp,11,LinearOp,me,nvtx_range,22877570469,22888768700,11198231,11116719,11116719,32,0,10702267,39,cudaEventSynchronize,495964,gemm
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,inter_operator_dispatch,,,,gap_between_markers,22888768700,22888777573,8873,0,0,0,0,0,0,,8873,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,mir_operator:LinearOp,12,LinearOp,me,nvtx_range,22888777573,22900444728,11667155,11588705,11588705,32,0,11172377,39,cudaEventSynchronize,494778,gemm
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,inter_operator_dispatch,,,,gap_between_markers,22900444728,22900456264,11536,0,0,0,0,0,0,,11536,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,mir_operator:ViewOp,13,ViewOp,de,nvtx_range,22900456264,22900586255,129991,0,0,0,0,11172,7,cudaEventRecord,118819,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,inter_operator_dispatch,,,,gap_between_markers,22900586255,22900591110,4855,0,0,0,0,0,0,,4855,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,mir_operator:TransposeOp,14,TransposeOp,de,nvtx_range,22900591110,22905028184,4437074,4335836,4335836,32,0,3896570,39,cudaEventSynchronize,540504,copy
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,pre_d2h_alloc,,,,gap_between_markers,22905028184,22905039113,10929,0,0,0,0,0,0,,10929,
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,d2h_stage,,,,host_event,22905039113,22905901045,861932,820680,820680,0,1,823096,6,cudaEventSynchronize,38836,memcpy
react_moa_mcts_x3_L,measured,0,react-plan#r0,llm,checksum_complete,,,,gap_between_markers,22905901045,22905961559,60514,0,0,0,0,1461,2,cudaEventDestroy,59053,
react_moa_mcts_x3_L,measured,0,,dag,dag_schedule_gap,,,,gap_between_markers,22905961559,22905992638,31079,0,0,0,0,3785,2,cudaEventRecord,27294,
react_moa_mcts_x3_L,measured,0,moa-map0#r0,llm,adapter_dispatch,,,,gap_between_markers,22905992638,22906829578,836940,0,0,0,0,0,0,,836940,
react_moa_mcts_x3_L,measured,0,moa-map0#r0,llm,token_preprocess_cpu,,,,host_event,22906829578,22907148274,318696,0,0,0,0,0,0,,318696,
react_moa_mcts_x3_L,measured,0,moa-map0#r0,llm,host_input_generate,,,,gap_between_markers,22907148274,23016992938,109844664,0,0,0,0,6922,2,cudaEventQuery,109837742,
react_moa_mcts_x3_L,measured,0,moa-map0#r0,llm,h2d_stage,,,,host_event,23016992938,23018544727,1551789,1392438,1392438,0,1,1434598,6,cudaEventSynchronize,117191,memcpy
react_moa_mcts_x3_L,measured,0,moa-map0#r0,llm,weight_init,,,,gap_between_markers,23018544727,23018732276,187549,52254,52254,2,0,44398,7,cudaLaunchKernel,143151,elementwise_binary|rng_init
react_moa_mcts_x3_L,measured,0,moa-map0#r0,llm,mir_operator:RMSNormOp,6,RMSNormOp,ve,nvtx_range,23018732276,23034818710,16086434,15830495,15830495,224,0,13967787,231,cudaEventSynchronize,2118647,copy|elementwise_binary|elementwise_unary|reduce
react_moa_mcts_x3_L,measured,0,moa-map0#r0,llm,inter_operator_dispatch,,,,gap_between_markers,23034818710,23034833230,14520,0,0,0,0,0,0,,14520,
react_moa_mcts_x3_L,measured,0,moa-map0#r0,llm,mir_operator:AddOp,7,AddOp,ve,nvtx_range,23034833230,23035532643,699413,605677,605677,32,0,296688,39,cudaLaunchKernel,402725,elementwise_binary
