policy,program_id,class,call_index,submit_ns,first_token_ns,finish_ns,queue_wait_ns,decode_ns,call_ns,prompt_tokens,output_tokens
plas,p00000,lats,0,197537295012336,197537390960993,197538033622809,95948657,642661816,738610473,356,37
plas,p00000,lats,4,197537295894415,197537399606118,197538101121767,103711703,701515649,805227352,512,40
plas,p00000,lats,3,197537295739472,197537399595803,197538237242651,103856331,837646848,941503179,508,48
plas,p00000,lats,2,197537295594015,197537399585008,197538339323121,103990993,939738113,1043729106,265,54
plas,p00000,lats,1,197537295399535,197537390985357,197538894688871,95585822,1503703514,1599289336,258,88
plas,p00000,lats,5,197538985745887,197539062828515,197539546239012,77082628,483410497,560493125,337,28
plas,p00000,lats,8,197539102581200,197539154389147,197539842976262,51807947,688587115,740395062,516,36
plas,p00000,lats,7,197539079683728,197539150626079,197539950255311,70942351,799629232,870571583,480,43
plas,p00002,bfcl,0,197539650640800,197539773431480,197540221861857,122790680,448430377,571221057,1423,26
plas,p00001,lats,3,197539352897184,197539406538714,197540504744519,53641530,1098205805,1151847335,381,59
plas,p00001,lats,1,197539352612364,197539406530323,197540591984754,53917959,1185454431,1239372390,227,64
plas,p00001,lats,0,197539352252410,197539406525338,197540784074321,54272928,1377548983,1431821911,456,75
plas,p00003,bfcl,0,197540159209041,197540221988226,197540784225207,62779185,562236981,625016166,573,33
plas,p00002,bfcl,1,197540357955747,197540418253418,197540852943671,60297671,434690253,494987924,776,26
plas,p00001,lats,4,197539353008476,197539406543489,197541222261987,53535013,1815718498,1869253511,579,100
plas,p00000,lats,9,197539006382004,197539062842658,197541255589267,56460654,2192746609,2249207263,551,121
plas,p00000,lats,6,197538976683889,197539057598738,197541289573594,80914849,2231974856,2312889705,643,124
plas,p00002,bfcl,2,197541160349351,197541222376068,197541485147300,62026717,262771232,324797949,291,15
plas,p00001,lats,2,197539352759598,197539406534498,197541832981792,53774900,2426447294,2480222194,278,134
plas,p00000,lats,14,197541308579978,197541364844273,197541939467094,56264295,574622821,630887116,475,32
plas,p00002,bfcl,3,197541626555525,197541677862915,197541983573732,51307390,305710817,357018207,609,17
plas,p00000,lats,11,197541315698140,197541364855943,197542361209614,49157803,996353671,1045511474,253,54
plas,p00003,bfcl,1,197541395191462,197541479860123,197542361314916,84668661,881454793,966123454,349,49
plas,p00000,lats,10,197541428613463,197541485313306,197542439197949,56699843,953884643,1010584486,719,53
plas,p00004,lats,1,197541872662526,197541925760363,197542663163329,53097837,737402966,790500803,530,41
plas,p00000,lats,13,197541571745996,197541625338357,197542826857843,53592361,1201519486,1255111847,436,66
plas,p00000,lats,12,197541397698166,197541479870613,197542862556377,82172447,1382685764,1464858211,227,77
plas,p00003,bfcl,2,197542490242698,197542551499243,197542862778483,61256545,311279240,372535785,658,18
plas,p00004,lats,2,197541872834784,197541925770393,197542921573768,52935609,995803375,1048738984,765,55
plas,p00005,bfcl,0,197541980561110,197542033549322,197542945255647,52988212,911706325,964694537,1092,50
plas,p00004,lats,4,197541873062411,197541925788440,197542967931381,52726029,1042142941,1094868970,193,57
plas,p00004,lats,0,197541872325471,197541925749590,197543011224020,53424119,1085474430,1138898549,263,60
plas,p00007,bfcl,0,197542358252526,197542404019785,197543096749176,45767259,692729391,738496650,697,38
plas,p00008,bfcl,0,197542611967707,197542663375369,197543123564059,51407662,460188690,511596352,573,26
plas,p00001,lats,9,197542016736543,197542070577478,197543258871555,53840935,1188294077,1242135012,261,64
plas,p00008,bfcl,1,197543155036395,197543222022020,197543672611856,66985625,450589836,517575461,1716,24
plas,p00003,bfcl,3,197542908281450,197542968130864,197543768577503,59849414,800446639,860296053,935,42
plas,p00007,bfcl,1,197543415477944,197543479231694,197543768908958,63753750,289677264,353431014,335,16
plas,p00001,lats,5,197542164963237,197542218196073,197543806755112,53232836,1588559039,1641791875,530,84
plas,p00002,bfcl,4,197543041252740,197543096907448,197543806941857,55654708,710034409,765689117,601,37
plas,p00005,bfcl,1,197543120919836,197543200291726,197543824409819,79371890,624118093,703489983,1360,33
plas,p00001,lats,8,197542762437014,197542809522349,197544093347380,47085335,1283825031,1330910366,244,67
plas,p00000,lats,16,197543230301835,197543279388849,197544109393274,49087014,830004425,879091439,381,44
plas,p00000,lats,18,197543276340838,197543348909888,197544109483055,72569050,760573167,833142217,571,41
plas,p00007,bfcl,2,197543860618463,197543919769172,197544169763818,59150709,249994646,309145355,598,14
plas,p00009,lats,3,197543297136961,197543362712980,197544300688831,65576019,937975851,1003551870,531,50
plas,p00003,bfcl,4,197543907749685,197543957221056,197544336700067,49471371,379479011,428950382,543,21
plas,p00009,lats,4,197543297242079,197543362721409,197544354472818,65479330,991751409,1057230739,750,53
plas,p00009,lats,2,197543297009854,197543362703500,197544586884676,65693646,1224181176,1289874822,380,66
plas,p00009,lats,1,197543296290984,197543362694949,197544658500952,66403965,1295806003,1362209968,367,70
plas,p00008,bfcl,2,197544086742422,197544151498338,197544658631120,64755916,507132782,571888698,504,29
plas,p00009,lats,0,197543296065564,197543362685653,197544730098860,66620089,1367413207,1434033296,238,73
plas,p00005,bfcl,2,197544109708826,197544169898190,197544730227726,60189364,560329536,620518900,801,31
plas,p00001,lats,6,197541945049541,197541994914254,197544738352937,49864713,2743438683,2793303396,199,146
plas,p00004,lats,3,197541872967336,197541925779609,197544781031160,52812273,2855251551,2908063824,273,152
plas,p00007,bfcl,3,197544232672358,197544282573441,197544792332660,49901083,509759219,559660302,633,29
plas,p00002,bfcl,5,197544147344248,197544207790641,197544909509958,60446393,701719317,762165710,783,39
plas,p00005,bfcl,3,197544733939575,197544792448833,197544927571820,58509258,135122987,193632245,453,8
plas,p00003,bfcl,5,197544446029353,197544498559936,197545059066502,52530583,560506566,613037149,945,31
plas,p00000,lats,15,197542936025863,197542976339727,197545174099073,40313864,2197759346,2238073210,418,116
plas,p00001,lats,7,197541841836860,197541917421225,197545212284049,75584365,3294862824,3370447189,398,176
