lineage,workload,iteration,launch_order,call_id,process,op_index,kind,family,gpu_ns,launch_latency_ns,gpu_start_rel_us
base,react_moa_mcts,3,95,moa-map2,d2h_stage,,memcpy,memcpy,78707,9793,494465.1
base,react_moa_mcts,3,96,mcts-root,h2d_stage,,memcpy,memcpy,90929,11591,507943.6
base,react_moa_mcts,3,97,mcts-root,weight_init,,kernel,rng_init,5056,77983,508176.3
base,react_moa_mcts,3,98,mcts-root,weight_init,,kernel,elementwise_binary,1951,44144,508182.0
base,react_moa_mcts,3,99,mcts-root,mir_operator:RMSNormOp,6,kernel,copy,4383,8176,508224.7
base,react_moa_mcts,3,100,mcts-root,mir_operator:RMSNormOp,6,kernel,elementwise_unary,3104,6508,508245.0
base,react_moa_mcts,3,101,mcts-root,mir_operator:RMSNormOp,6,kernel,reduce,3519,14413,508274.5
base,react_moa_mcts,3,102,mcts-root,mir_operator:RMSNormOp,6,kernel,elementwise_binary,1056,6784,508292.8
base,react_moa_mcts,3,103,mcts-root,mir_operator:RMSNormOp,6,kernel,elementwise_unary,1088,6296,508310.0
base,react_moa_mcts,3,104,mcts-root,mir_operator:RMSNormOp,6,kernel,elementwise_binary,3936,6027,508328.0
base,react_moa_mcts,3,105,mcts-root,mir_operator:RMSNormOp,6,kernel,copy,2272,6333,508348.4
base,react_moa_mcts,3,106,mcts-root,mir_operator:AddOp,7,kernel,elementwise_binary,2047,8482,508468.0
base,react_moa_mcts,3,107,mcts-root,mir_operator:RMSNormOp,8,kernel,copy,4575,8266,508570.9
base,react_moa_mcts,3,108,mcts-root,mir_operator:RMSNormOp,8,kernel,elementwise_unary,3071,6125,508590.9
base,react_moa_mcts,3,109,mcts-root,mir_operator:RMSNormOp,8,kernel,reduce,3263,6316,508611.5
base,react_moa_mcts,3,110,mcts-root,mir_operator:RMSNormOp,8,kernel,elementwise_binary,1056,5848,508626.1
base,react_moa_mcts,3,111,mcts-root,mir_operator:RMSNormOp,8,kernel,elementwise_unary,1056,5972,508642.1
base,react_moa_mcts,3,112,mcts-root,mir_operator:RMSNormOp,8,kernel,elementwise_binary,3935,6109,508659.5
base,react_moa_mcts,3,113,mcts-root,mir_operator:RMSNormOp,8,kernel,copy,2240,5922,508678.3
base,react_moa_mcts,3,114,mcts-root,mir_operator:LinearOp,10,kernel,gemm,20157,8811,508799.8
base,react_moa_mcts,3,115,mcts-root,mir_operator:LinearOp,11,kernel,gemm,19869,8175,508903.0
base,react_moa_mcts,3,116,mcts-root,mir_operator:LinearOp,12,kernel,gemm,20221,7979,509002.2
base,react_moa_mcts,3,117,mcts-root,mir_operator:TransposeOp,14,kernel,copy,12414,9348,509185.1
base,react_moa_mcts,3,118,mcts-root,d2h_stage,,memcpy,memcpy,89714,9936,509294.3
base,react_moa_mcts,3,119,mcts-actor0,h2d_stage,,memcpy,memcpy,86834,12217,524804.2
base,react_moa_mcts,3,120,mcts-actor0,weight_init,,kernel,rng_init,5055,77826,525034.2
base,react_moa_mcts,3,121,mcts-actor0,weight_init,,kernel,elementwise_binary,1984,44680,525040.0
base,react_moa_mcts,3,122,mcts-actor0,mir_operator:RMSNormOp,6,kernel,copy,4351,7909,525078.1
base,react_moa_mcts,3,123,mcts-actor0,mir_operator:RMSNormOp,6,kernel,elementwise_unary,3135,6474,525098.5
base,react_moa_mcts,3,124,mcts-actor0,mir_operator:RMSNormOp,6,kernel,reduce,3520,6586,525119.8
base,react_moa_mcts,3,125,mcts-actor0,mir_operator:RMSNormOp,6,kernel,elementwise_binary,1056,6101,525136.1
base,react_moa_mcts,3,126,mcts-actor0,mir_operator:RMSNormOp,6,kernel,elementwise_unary,1120,5751,525152.6
base,react_moa_mcts,3,127,mcts-actor0,mir_operator:RMSNormOp,6,kernel,elementwise_binary,3968,6056,525170.7
base,react_moa_mcts,3,128,mcts-actor0,mir_operator:RMSNormOp,6,kernel,copy,2272,6156,525190.4
base,react_moa_mcts,3,129,mcts-actor0,mir_operator:AddOp,7,kernel,elementwise_binary,2080,8692,525315.1
base,react_moa_mcts,3,130,mcts-actor0,mir_operator:RMSNormOp,8,kernel,copy,4160,8248,525418.1
base,react_moa_mcts,3,131,mcts-actor0,mir_operator:RMSNormOp,8,kernel,elementwise_unary,3168,6296,525438.6
base,react_moa_mcts,3,132,mcts-actor0,mir_operator:RMSNormOp,8,kernel,reduce,3199,6590,525459.6
base,react_moa_mcts,3,133,mcts-actor0,mir_operator:RMSNormOp,8,kernel,elementwise_binary,1056,5942,525474.4
base,react_moa_mcts,3,134,mcts-actor0,mir_operator:RMSNormOp,8,kernel,elementwise_unary,1088,5715,525490.5
base,react_moa_mcts,3,135,mcts-actor0,mir_operator:RMSNormOp,8,kernel,elementwise_binary,3935,6507,525508.2
base,react_moa_mcts,3,136,mcts-actor0,mir_operator:RMSNormOp,8,kernel,copy,2272,6489,525527.6
base,react_moa_mcts,3,137,mcts-actor0,mir_operator:LinearOp,10,kernel,gemm,20060,8726,525647.8
base,react_moa_mcts,3,138,mcts-actor0,mir_operator:LinearOp,11,kernel,gemm,20189,8005,525750.7
base,react_moa_mcts,3,139,mcts-actor0,mir_operator:LinearOp,12,kernel,gemm,20028,7538,525847.6
base,react_moa_mcts,3,140,mcts-actor0,mir_operator:TransposeOp,14,kernel,copy,12670,9287,526025.3
base,react_moa_mcts,3,141,mcts-actor0,d2h_stage,,memcpy,memcpy,88722,9990,526125.5
base,react_moa_mcts,3,142,mcts-actor1,h2d_stage,,memcpy,memcpy,89041,11338,539673.2
base,react_moa_mcts,3,143,mcts-actor1,weight_init,,kernel,rng_init,5055,77690,539910.3
base,react_moa_mcts,3,144,mcts-actor1,weight_init,,kernel,elementwise_binary,2015,45373,539916.1
base,react_moa_mcts,3,145,mcts-actor1,mir_operator:RMSNormOp,6,kernel,copy,4352,8488,539955.9
base,react_moa_mcts,3,146,mcts-actor1,mir_operator:RMSNormOp,6,kernel,elementwise_unary,3136,6534,539976.1
base,react_moa_mcts,3,147,mcts-actor1,mir_operator:RMSNormOp,6,kernel,reduce,3519,7129,539998.0
base,react_moa_mcts,3,148,mcts-actor1,mir_operator:RMSNormOp,6,kernel,elementwise_binary,1056,6251,540014.5
base,react_moa_mcts,3,149,mcts-actor1,mir_operator:RMSNormOp,6,kernel,elementwise_unary,1088,5925,540031.0
base,react_moa_mcts,3,150,mcts-actor1,mir_operator:RMSNormOp,6,kernel,elementwise_binary,3936,6261,540049.4
base,react_moa_mcts,3,151,mcts-actor1,mir_operator:RMSNormOp,6,kernel,copy,2240,6490,540069.7
base,react_moa_mcts,3,152,mcts-actor1,mir_operator:AddOp,7,kernel,elementwise_binary,2080,8160,540181.6
base,react_moa_mcts,3,153,mcts-actor1,mir_operator:RMSNormOp,8,kernel,copy,4575,8945,540290.9
base,react_moa_mcts,3,154,mcts-actor1,mir_operator:RMSNormOp,8,kernel,elementwise_unary,3200,6803,540311.2
base,react_moa_mcts,3,155,mcts-actor1,mir_operator:RMSNormOp,8,kernel,reduce,3231,6383,540331.7
base,react_moa_mcts,3,156,mcts-actor1,mir_operator:RMSNormOp,8,kernel,elementwise_binary,1056,6166,540347.8
base,react_moa_mcts,3,157,mcts-actor1,mir_operator:RMSNormOp,8,kernel,elementwise_unary,1088,5710,540363.6
base,react_moa_mcts,3,158,mcts-actor1,mir_operator:RMSNormOp,8,kernel,elementwise_binary,3903,6279,540381.2
base,react_moa_mcts,3,159,mcts-actor1,mir_operator:RMSNormOp,8,kernel,copy,2272,6004,540400.7
base,react_moa_mcts,3,160,mcts-actor1,mir_operator:LinearOp,10,kernel,gemm,20157,9179,540523.9
base,react_moa_mcts,3,161,mcts-actor1,mir_operator:LinearOp,11,kernel,gemm,20189,8796,540636.2
base,react_moa_mcts,3,162,mcts-actor1,mir_operator:LinearOp,12,kernel,gemm,19837,7817,540735.4
base,react_moa_mcts,3,163,mcts-actor1,mir_operator:TransposeOp,14,kernel,copy,12606,9419,540917.9
base,react_moa_mcts,3,164,mcts-actor1,d2h_stage,,memcpy,memcpy,89905,9962,541019.1
base,react_moa_mcts,3,165,moa-reduce,h2d_stage,,memcpy,memcpy,87026,11254,554579.9
base,react_moa_mcts,3,166,moa-reduce,weight_init,,kernel,rng_init,5056,77903,554810.1
base,react_moa_mcts,3,167,moa-reduce,weight_init,,kernel,elementwise_binary,2015,43452,554815.8
base,react_moa_mcts,3,168,moa-reduce,mir_operator:RMSNormOp,6,kernel,copy,4319,8186,554858.5
base,react_moa_mcts,3,169,moa-reduce,mir_operator:RMSNormOp,6,kernel,elementwise_unary,3168,6174,554878.4
base,react_moa_mcts,3,170,moa-reduce,mir_operator:RMSNormOp,6,kernel,reduce,3455,7065,554900.5
base,react_moa_mcts,3,171,moa-reduce,mir_operator:RMSNormOp,6,kernel,elementwise_binary,1056,6361,554917.0
base,react_moa_mcts,3,172,moa-reduce,mir_operator:RMSNormOp,6,kernel,elementwise_unary,1119,6004,554933.7
base,react_moa_mcts,3,173,moa-reduce,mir_operator:RMSNormOp,6,kernel,elementwise_binary,3967,6472,554952.2
base,react_moa_mcts,3,174,moa-reduce,mir_operator:RMSNormOp,6,kernel,copy,2272,5996,554971.9
base,react_moa_mcts,3,175,moa-reduce,mir_operator:AddOp,7,kernel,elementwise_binary,2080,8333,555084.0
base,react_moa_mcts,3,176,moa-reduce,mir_operator:RMSNormOp,8,kernel,copy,4288,8805,555185.1
base,react_moa_mcts,3,177,moa-reduce,mir_operator:RMSNormOp,8,kernel,elementwise_unary,3136,6266,555205.3
base,react_moa_mcts,3,178,moa-reduce,mir_operator:RMSNormOp,8,kernel,reduce,3231,6259,555225.6
base,react_moa_mcts,3,179,moa-reduce,mir_operator:RMSNormOp,8,kernel,elementwise_binary,1056,6068,555240.5
base,react_moa_mcts,3,180,moa-reduce,mir_operator:RMSNormOp,8,kernel,elementwise_unary,1088,5905,555256.4
base,react_moa_mcts,3,181,moa-reduce,mir_operator:RMSNormOp,8,kernel,elementwise_binary,3903,6466,555282.1
base,react_moa_mcts,3,182,moa-reduce,mir_operator:RMSNormOp,8,kernel,copy,2240,6490,555302.1
base,react_moa_mcts,3,183,moa-reduce,mir_operator:LinearOp,10,kernel,gemm,20125,9382,555432.9
base,react_moa_mcts,3,184,moa-reduce,mir_operator:LinearOp,11,kernel,gemm,20157,13170,555542.4
base,react_moa_mcts,3,185,moa-reduce,mir_operator:LinearOp,12,kernel,gemm,20157,8114,555646.8
base,react_moa_mcts,3,186,moa-reduce,mir_operator:TransposeOp,14,kernel,copy,12574,9322,555829.3
base,react_moa_mcts,3,187,moa-reduce,d2h_stage,,memcpy,memcpy,88370,9962,555931.8
base,react_moa_mcts,3,188,react-answer,h2d_stage,,memcpy,memcpy,71189,11052,567397.9
base,react_moa_mcts,3,189,react-answer,weight_init,,kernel,rng_init,4991,77671,567617.4
base,react_moa_mcts,3,190,react-answer,weight_init,,kernel,elementwise_binary,1664,44663,567623.1
base,react_moa_mcts,3,191,react-answer,mir_operator:RMSNormOp,6,kernel,copy,3999,8288,567663.9
base,react_moa_mcts,3,192,react-answer,mir_operator:RMSNormOp,6,kernel,elementwise_unary,2752,6370,567683.9
base,react_moa_mcts,3,193,react-answer,mir_operator:RMSNormOp,6,kernel,reduce,3359,6734,567705.6
base,react_moa_mcts,3,194,react-answer,mir_operator:RMSNormOp,6,kernel,elementwise_binary,1184,6298,567722.5
base,react_moa_mcts,3,195,react-answer,mir_operator:RMSNormOp,6,kernel,elementwise_unary,1216,5836,567739.4
base,react_moa_mcts,3,196,react-answer,mir_operator:RMSNormOp,6,kernel,elementwise_binary,3455,6319,567757.4
base,react_moa_mcts,3,197,react-answer,mir_operator:RMSNormOp,6,kernel,copy,2016,6232,567777.7
base,react_moa_mcts,3,198,react-answer,mir_operator:AddOp,7,kernel,elementwise_binary,1696,8303,567890.9
base,react_moa_mcts,3,199,react-answer,mir_operator:RMSNormOp,8,kernel,copy,3839,8185,567992.4
base,react_moa_mcts,3,200,react-answer,mir_operator:RMSNormOp,8,kernel,elementwise_unary,2623,6338,568011.5
base,react_moa_mcts,3,201,react-answer,mir_operator:RMSNormOp,8,kernel,reduce,3007,6208,568031.0
base,react_moa_mcts,3,202,react-answer,mir_operator:RMSNormOp,8,kernel,elementwise_binary,1152,5906,568045.6
base,react_moa_mcts,3,203,react-answer,mir_operator:RMSNormOp,8,kernel,elementwise_unary,1248,5902,568061.2
base,react_moa_mcts,3,204,react-answer,mir_operator:RMSNormOp,8,kernel,elementwise_binary,3392,6126,568078.1
base,react_moa_mcts,3,205,react-answer,mir_operator:RMSNormOp,8,kernel,copy,2048,6064,568097.6
base,react_moa_mcts,3,206,react-answer,mir_operator:LinearOp,10,kernel,gemm,14589,9565,568223.8
base,react_moa_mcts,3,207,react-answer,mir_operator:LinearOp,11,kernel,gemm,14622,9027,568341.3
base,react_moa_mcts,3,208,react-answer,mir_operator:LinearOp,12,kernel,gemm,14558,7773,568439.9
base,react_moa_mcts,3,209,react-answer,mir_operator:TransposeOp,14,kernel,copy,12126,9181,568622.2
base,react_moa_mcts,3,210,react-answer,d2h_stage,,memcpy,memcpy,68054,9926,568723.9
base,react_moa_mcts,3,211,mcts-critic,h2d_stage,,memcpy,memcpy,88274,11017,582308.8
base,react_moa_mcts,3,212,mcts-critic,weight_init,,kernel,rng_init,5023,78191,582539.9
base,react_moa_mcts,3,213,mcts-critic,weight_init,,kernel,elementwise_binary,1984,45132,582545.7
base,react_moa_mcts,3,214,mcts-critic,mir_operator:RMSNormOp,6,kernel,copy,4287,8445,582585.2
base,react_moa_mcts,3,215,mcts-critic,mir_operator:RMSNormOp,6,kernel,elementwise_unary,3135,6414,582605.5
base,react_moa_mcts,3,216,mcts-critic,mir_operator:RMSNormOp,6,kernel,reduce,3520,6737,582627.4
base,react_moa_mcts,3,217,mcts-critic,mir_operator:RMSNormOp,6,kernel,elementwise_binary,1055,6141,582643.9
base,react_moa_mcts,3,218,mcts-critic,mir_operator:RMSNormOp,6,kernel,elementwise_unary,1120,5919,582661.0
base,react_moa_mcts,3,219,mcts-critic,mir_operator:RMSNormOp,6,kernel,elementwise_binary,3999,6477,582679.7
base,react_moa_mcts,3,220,mcts-critic,mir_operator:RMSNormOp,6,kernel,copy,2303,6264,582699.5
base,react_moa_mcts,3,221,mcts-critic,mir_operator:AddOp,7,kernel,elementwise_binary,2080,8333,582813.0
base,react_moa_mcts,3,222,mcts-critic,mir_operator:RMSNormOp,8,kernel,copy,4352,8261,582913.2
base,react_moa_mcts,3,223,mcts-critic,mir_operator:RMSNormOp,8,kernel,elementwise_unary,3168,6854,582932.4
base,react_moa_mcts,3,224,mcts-critic,mir_operator:RMSNormOp,8,kernel,reduce,3200,6199,582951.9
base,react_moa_mcts,3,225,mcts-critic,mir_operator:RMSNormOp,8,kernel,elementwise_binary,1023,5863,582967.1
base,react_moa_mcts,3,226,mcts-critic,mir_operator:RMSNormOp,8,kernel,elementwise_unary,1088,6034,582983.3
base,react_moa_mcts,3,227,mcts-critic,mir_operator:RMSNormOp,8,kernel,elementwise_binary,3904,6069,583000.5
base,react_moa_mcts,3,228,mcts-critic,mir_operator:RMSNormOp,8,kernel,copy,2240,5987,583019.6
base,react_moa_mcts,3,229,mcts-critic,mir_operator:LinearOp,10,kernel,gemm,20124,8761,583141.5
base,react_moa_mcts,3,230,mcts-critic,mir_operator:LinearOp,11,kernel,gemm,19965,8049,583245.5
base,react_moa_mcts,3,231,mcts-critic,mir_operator:LinearOp,12,kernel,gemm,19869,8557,583356.1
base,react_moa_mcts,3,232,mcts-critic,mir_operator:TransposeOp,14,kernel,copy,12414,9541,583537.9
base,react_moa_mcts,3,233,mcts-critic,d2h_stage,,memcpy,memcpy,89170,10134,583638.8
