arrival_rate,policy,programs,llm_calls,wall_s,throughput_programs_per_s,throughput_tokens_per_s,ptl_mean_ms,ptl_p50_ms,ptl_p90_ms,ptl_p99_ms,response_mean_ms,response_p90_ms,response_p99_ms,call_latency_mean_ms,call_latency_p90_ms,ptl_by_class,workload_sha256,max_num_seqs
2,fcfs,62,771,262.481164362,0.23620742520973012,396.9846760367595,81.3589477736555,76.87609228527131,120.00184983743843,167.8199906190476,118749.99243046774,216686.120511,237229.663116,9549.1062088262,13863.369701,"{""agent"": 61.09, ""chat"": 91.72, ""lats"": 87.58}",7988fed954da2928f8ef77de21ee1b86b454e701977e603a099376793e06f8f7,8
2,plas,62,771,257.11165431,0.24114037213282632,405.2752889776232,59.045762447339285,67.22110067829925,84.90236854109588,99.43450780223881,112809.79432135484,216148.91657499998,237407.039679,9071.440487802854,16199.852261,"{""agent"": 65.59, ""chat"": 35.2, ""lats"": 77.54}",7988fed954da2928f8ef77de21ee1b86b454e701977e603a099376793e06f8f7,8
2,fcfs,62,771,160.71649875,0.3857724656909252,648.3528499590338,37.946599214742115,34.95870743822458,52.12653227236422,77.18153182312922,59513.739208419356,111538.38594899999,133642.12473600003,4785.628939389105,7172.66439,"{""agent"": 32.06, ""chat"": 38.78, ""lats"": 41.92}",7988fed954da2928f8ef77de21ee1b86b454e701977e603a099376793e06f8f7,16
2,plas,62,771,157.093581427,0.3946692120505945,663.3052671755484,31.470176298599384,32.23731882574737,43.42058312670565,47.19582178059537,59077.65713246774,118726.503998,136619.83025,4750.562077289234,7923.796281,"{""agent"": 35.48, ""chat"": 21.29, ""lats"": 38.38}",7988fed954da2928f8ef77de21ee1b86b454e701977e603a099376793e06f8f7,16
